LogisticRegression,XgBoostRegLin,XgBoostRegLin_Depth8,XgBoostRegLin_Depth7,Keras,XGBoost,Keras2
8,7.5871257782,7.42032194138,7.26899623871,7.85274982452,7.20062160492,7.71441841125
8,6.51469659805,6.50775957108,6.96856403351,7.7414598465,7.2699508667,7.31967306137
8,7.70202875137,7.76188802719,7.7492442131,7.93211078644,7.82970380783,7.85026836395
7,5.62029933929,5.49586343765,5.75855541229,6.27005004883,5.68580818176,6.14398193359
8,5.11140203476,5.35790109634,5.2742433548,6.22143363953,5.20281171799,7.20701217651
6,3.77427649498,2.8814907074,2.88942623138,2.54112529755,2.81745004654,3.06031084061
8,6.49135255814,6.51723575592,6.35701560974,7.5765376091,6.03187274933,7.76984596252
5,5.53567409515,5.38805961609,5.47675800323,5.01853990555,5.30545330048,4.78359031677
8,7.47734069824,7.48501586914,7.38221120834,7.86430215836,7.2171163559,7.70732927322
5,4.52716445923,4.38645362854,4.38808441162,4.16663169861,4.21712112427,4.48337459564
7,6.40154790878,6.59047651291,6.27906084061,5.9750289917,6.25385570526,6.25643348694
6,5.47491550446,5.99667167664,5.83556604385,7.36614704132,6.03457641602,7.06293773651
8,6.99288272858,6.81950139999,6.71649217606,6.95455884933,6.75349664688,6.72970533371
1,2.96216630936,3.05265283585,3.30072712898,4.17262983322,3.20735144615,4.18273591995
8,7.94713783264,7.73807001114,7.7427520752,7.9296131134,7.83691453934,7.78510951996
6,3.05165696144,3.48996639252,3.09915614128,2.45986557007,3.21685671806,2.30601501465
8,7.54071712494,7.59367990494,7.58155727386,7.85682296753,7.62635326385,7.75274753571
6,3.66865515709,3.63865208626,3.94050931931,4.47554683685,4.783411026,4.11959409714
8,7.62879562378,7.68677186966,7.70045804977,7.83826160431,7.51108503342,7.7157201767
8,7.28894805908,7.15206480026,7.12092399597,7.88786554337,7.00247240067,7.61986589432
8,6.64363479614,6.64047384262,6.460293293,7.43057107925,6.46293115616,7.40899085999
8,6.33926105499,6.44836950302,6.39153289795,7.11591291428,6.38146543503,7.30187797546
6,6.33620452881,6.08392763138,6.44292163849,6.58076286316,6.38642072678,6.46576118469
7,6.37262487411,6.20160102844,6.36826181412,7.06367874146,6.15041780472,7.09403610229
1,4.18276977539,4.60493755341,4.86821603775,4.90971660614,4.43070077896,5.37787389755
8,6.57546281815,6.72499799728,6.8103055954,7.42560386658,6.43151760101,7.61045408249
8,4.75050115585,4.64616394043,4.79313898087,5.57506752014,4.83518648148,5.54408788681
6,5.81041955948,5.77272987366,5.81909036636,6.16887712479,5.81692028046,6.50556182861
8,5.91783189774,5.84188508987,5.88256692886,4.70226097107,5.24338769913,3.93510150909
1,2.51958155632,2.74331307411,2.79173111916,2.71419477463,2.7472679615,2.6704993248
8,6.07477092743,6.43724441528,6.46077680588,7.63901805878,6.51395797729,7.43273591995
3,3.69035673141,3.6370279789,3.57139706612,4.36759662628,3.41767644882,4.47603416443
6,3.8122677803,3.98102641106,3.75070905685,4.14108371735,4.22845935822,4.41010475159
8,4.7465133667,4.9536781311,5.35042381287,6.7447385788,5.08104896545,6.73675870895
8,7.443546772,7.43197345734,7.39878606796,7.87383127213,7.58446216583,7.71330595016
4,3.43775010109,3.10170221329,3.06435108185,2.52180194855,3.02542328835,2.70477151871
8,7.34650850296,7.30637264252,7.14268827438,7.83371162415,7.22948789597,7.76064348221
5,5.25671052933,5.44067716599,5.39661979675,5.77030849457,5.29899072647,5.98522567749
2,4.23311710358,4.05193996429,4.34613800049,3.85922622681,4.18382310867,4.64335250854
7,4.78178453445,4.76311063766,4.65978479385,5.51206207275,4.62858200073,4.98564720154
7,5.20658826828,5.10029125214,4.96645355225,5.25961685181,5.03875589371,4.44885015488
7,4.17085361481,3.29873800278,4.38359832764,3.85188150406,4.53882598877,3.59519672394
8,6.69961166382,6.99060249329,6.97914791107,7.97518491745,6.52440214157,7.82417011261
6,5.90712594986,5.79911518097,5.41386508942,6.25893068314,5.70432567596,6.5053691864
8,7.65810251236,7.68545913696,7.6571803093,7.89102888107,7.49917030334,7.70720767975
8,7.03253889084,7.00040769577,7.08459472656,7.8196182251,7.07774972916,7.6328368187
5,2.6642127037,2.72805142403,2.69627523422,2.83913040161,2.82782053947,3.25683045387
6,6.33472537994,6.35722446442,6.36230230331,6.57940578461,6.43207788467,6.71542072296
8,6.87276315689,6.87777423859,6.56218719482,7.65204429626,6.54642152786,7.75164985657
8,6.61769390106,6.23277568817,6.34907770157,6.5871295929,6.17574501038,6.40825748444
1,2.01437187195,1.65253257751,1.42054891586,1.62227678299,1.7753674984,2.25105905533
8,7.44728946686,7.45566701889,7.45355463028,7.80014705658,7.48805427551,7.74423313141
7,5.95336198807,5.78926610947,5.87942838669,6.55424833298,5.91119384766,6.33979225159
1,3.43371152878,2.9815530777,3.03799986839,2.56015348434,2.77622747421,2.5195915699
6,5.54211902618,5.60668802261,5.54278612137,5.94406414032,5.43902540207,6.00333881378
6,3.28075242043,3.23090600967,3.15034270287,4.56726837158,3.27674078941,4.45832443237
6,5.32140111923,5.47691392899,5.35541152954,5.25891160965,5.48469114304,5.91000890732
8,6.42650079727,6.94560480118,6.9653263092,7.87546348572,6.82100629807,7.7760848999
8,7.82524776459,7.52632236481,7.5800242424,7.89610671997,7.44419240952,7.81364488602
4,3.5471098423,3.66784524918,4.09567260742,4.31853199005,4.13714885712,4.83440589905
4,3.10943388939,3.14146280289,3.2770087719,3.96590948105,3.62718868256,3.42584729195
8,6.08750295639,6.17038869858,6.53679037094,7.97376489639,6.54174375534,7.86014175415
1,3.26374411583,3.21687865257,3.27337765694,2.85419511795,2.67425751686,3.32331752777
8,3.60497927666,3.88666152954,4.19335460663,5.42531394958,3.80839061737,5.76684188843
2,5.47255039215,5.20146989822,5.0080780983,5.01345586777,4.63094091415,4.79720497131
8,6.37853956223,6.46084165573,6.47174167633,6.37024593353,6.20554971695,6.6729388237
8,6.70192432404,6.36828231812,6.52547597885,7.68846321106,6.26286792755,7.38963890076
7,5.89532804489,5.79559469223,5.75006914139,6.47125816345,5.84819173813,6.96318769455
2,4.0492515564,4.12713336945,4.36521816254,4.0987329483,4.34647464752,4.42836761475
8,6.67638492584,6.69603395462,6.64489889145,7.39537620544,6.66906452179,7.36498308182
8,6.71919393539,6.6109623909,6.64172649384,6.67111873627,6.60335350037,7.08360767365
6,6.34104061127,6.17951536179,6.28193330765,6.60474157333,6.17624568939,6.84684085846
2,2.68135762215,1.88234078884,2.46085071564,4.25703668594,2.88540077209,3.18379211426
7,4.24113607407,4.10550737381,4.09568881989,4.10136461258,4.03929138184,3.80776262283
5,3.888245821,4.0100069046,4.36624670029,4.57748746872,4.55665969849,4.11877346039
8,7.14427804947,7.25645685196,7.18803596497,7.83527469635,7.24179601669,7.69657278061
8,7.59930944443,7.44199514389,7.4251666069,7.90143823624,7.41744995117,7.77300548553
7,5.11504554749,5.60235452652,5.14359331131,6.77728700638,5.39221954346,7.20053482056
8,7.8678355217,7.80993175507,7.69361162186,7.91679382324,7.77561092377,7.8269109726
5,4.94840955734,4.68510627747,4.79037284851,4.84923362732,4.66459655762,5.44359779358
6,3.39176630974,3.05450773239,3.08330130577,5.93297100067,2.88821935654,4.66489601135
8,7.06697368622,7.15333557129,7.22672796249,7.23980331421,7.01850128174,7.35089445114
7,5.68487262726,5.6995806694,5.65131044388,6.0254240036,5.62523603439,6.34382200241
8,7.99120855331,7.83121347427,7.82651090622,7.92492246628,7.78982973099,7.80899238586
8,6.29511451721,6.29510974884,6.25782012939,7.68400907516,7.03901672363,7.67712402344
8,7.1370215416,7.01003694534,7.01239156723,7.53221988678,6.85888242722,7.67615604401
7,5.87074422836,5.98217344284,6.08815908432,6.90890073776,6.00475597382,6.73959827423
6,5.20864391327,5.15717601776,5.16424512863,6.30728816986,5.33146476746,5.83452367783
8,5.99545955658,6.51911258698,6.3844575882,7.9028134346,6.61349058151,7.69017887115
8,6.88046836853,6.80316209793,6.70912885666,7.22700786591,6.75289344788,7.16868305206
6,5.73107099533,5.43765449524,5.53368711472,6.56325435638,5.65897417068,6.21067237854
8,7.69975996017,7.57838439941,7.54132795334,7.90703010559,7.49260616302,7.80376243591
8,6.49732494354,6.39299201965,6.5290517807,7.7971906662,6.55192804337,7.71338558197
8,6.74961233139,6.66461706161,6.61644601822,7.26613283157,6.61597013474,6.96049356461
6,5.30033397675,5.03446102142,5.25119924545,5.86786651611,5.25076913834,5.57589578629
8,7.90590524673,7.85193014145,7.82026863098,7.90273857117,7.84057426453,7.79460763931
8,5.95801258087,5.8233757019,5.72619724274,7.21628475189,5.95830392838,7.33115625381
6,4.52326726913,4.16081762314,4.43520021439,5.080473423,4.70161294937,5.45351743698
8,7.39812326431,7.34536170959,7.26315879822,7.83289146423,7.19433450699,7.74195814133
8,6.365711689,6.20187330246,6.17931842804,7.39321327209,6.20761203766,7.27915334702
5,4.90127325058,4.85759544373,4.90428733826,3.32397460938,4.77259922028,3.62175536156
7,3.01953840256,3.37376737595,3.31365537643,4.68260669708,3.79164075851,5.529712677
8,7.29361915588,7.25572443008,7.19603443146,7.63418388367,7.22657060623,7.58261060715
6,5.75821447372,5.71377706528,5.66947746277,6.08653116226,5.53650665283,6.06555652618
6,5.42597436905,5.40270709991,5.59616708755,4.98668289185,5.38113498688,5.18995285034
5,4.22054481506,4.16021442413,4.12144374847,5.39117431641,4.42771625519,5.52732992172
2,4.03650474548,4.05704545975,3.76595234871,4.71056270599,3.86717057228,4.63819408417
8,7.78514385223,7.80455303192,7.75658559799,7.88470411301,7.66885185242,7.84437704086
7,3.45009350777,3.61095619202,3.64120268822,4.2449798584,3.69390654564,3.82618451118
8,6.89152479172,7.08968305588,7.15906000137,7.77327919006,7.26616382599,7.72680139542
8,6.61887550354,6.71812295914,6.59548902512,7.81171703339,6.44932079315,7.74709892273
8,7.54355764389,7.56788253784,7.68485832214,7.94206094742,7.28320264816,7.81975889206
1,5.15824508667,4.43141412735,4.57624292374,4.16756439209,4.20114994049,5.75661182404
6,5.49281549454,5.46321773529,5.48235845566,6.05032014847,5.39494514465,5.91109466553
8,6.49340581894,6.72883749008,6.61230707169,7.60006475449,6.5218501091,7.67022514343
6,5.31159877777,5.0936217308,5.40818214417,5.7546710968,5.362657547,6.08234167099
8,7.66643238068,7.6010260582,7.61646938324,7.89881134033,7.62983751297,7.75390958786
8,6.57924222946,7.11846017838,7.03542613983,7.10216379166,6.75019550323,7.04849624634
8,7.64904165268,7.66524505615,7.71378660202,7.91952085495,7.74841165543,7.77777671814
7,4.71773386002,4.54914665222,4.31344652176,5.48628139496,4.61117219925,5.46401977539
8,4.88150644302,4.77745914459,4.80274581909,6.26021766663,5.16773271561,6.06800508499
2,4.4440908432,4.36002826691,4.42456388474,4.84662342072,4.49055576324,5.25867938995
8,7.50896215439,7.63485860825,7.61513328552,7.87037849426,7.67402696609,7.68660831451
7,4.50709247589,4.22715473175,4.03916549683,5.62386703491,4.63842439651,6.02897644043
8,5.47286510468,5.26805210114,5.52367687225,7.80962085724,5.61889028549,7.73579025269
8,6.53828525543,6.46406650543,6.39127635956,7.12173843384,6.61751747131,7.29639625549
8,4.54678344727,4.65927743912,4.7860660553,5.8632068634,4.47301054001,6.42911720276
6,6.73728656769,6.4356136322,6.43295478821,6.19086647034,6.03925132751,6.58611679077
5,5.06132125854,5.28206729889,5.42179536819,3.96383404732,5.49101400375,4.00560092926
6,4.51905441284,4.41224384308,4.49616336823,5.24655818939,4.04163265228,5.22461557388
8,7.34484577179,7.39559364319,7.39106845856,7.86983633041,7.33698749542,7.70792484283
6,5.32683038712,4.80230331421,4.45991849899,5.24226236343,4.92324066162,4.9353518486
7,6.08403253555,6.13362932205,6.09308004379,6.34861087799,6.12632846832,6.60597848892
8,7.31412935257,7.3374838829,7.21402263641,7.8713350296,7.45963859558,7.73249340057
1,3.14070463181,3.41341757774,4.15342330933,5.05306959152,4.02057170868,5.45513486862
1,6.41409158707,6.33676576614,6.09579610825,7.8182425499,6.65960359573,7.08478927612
5,3.97681164742,3.95153355598,4.07388019562,4.58242797852,3.85701727867,4.11013126373
8,7.41688919067,7.32168197632,7.24428606033,7.1512260437,7.22033405304,7.25671386719
8,7.26899433136,6.80855751038,6.67727422714,7.74055957794,6.66028404236,7.46624565125
8,4.87424135208,5.26240921021,5.39574384689,6.80018806458,5.5335111618,6.80451393127
6,6.65848064423,6.55108594894,6.63525915146,6.36644554138,6.71704483032,6.37006473541
7,5.49472761154,5.45653581619,5.45188856125,6.18277740479,5.5035815239,6.02001428604
5,3.68815660477,3.54994821548,3.49330163002,4.15785694122,3.41460990906,4.60618782043
8,7.29434585571,7.41038227081,7.32506561279,7.79475498199,7.36264419556,7.68004274368
8,7.60478496552,7.6471862793,7.67754411697,7.81356191635,7.45665454865,7.67314529419
2,3.03921723366,3.26750993729,2.75931119919,2.07168197632,2.75588583946,2.1147069931
8,7.24172067642,7.13190221786,7.11730909348,7.9083237648,7.35939407349,7.80518627167
4,4.11705684662,4.21506071091,4.27846431732,4.54634094238,4.45435333252,4.35156059265
7,5.19286870956,4.6803483963,4.76060676575,5.14117050171,4.83724498749,4.62265205383
1,2.54940700531,2.63311076164,2.37998819351,0.390640735626,2.45154523849,1.45613145828
4,1.97755539417,1.99328422546,2.08597755432,3.76076722145,1.99826192856,2.69718813896
6,5.68131637573,5.748046875,5.77710342407,6.18188381195,5.84497880936,5.92430305481
7,5.5967540741,5.74793481827,5.53074169159,6.27497291565,5.71112585068,6.3068523407
8,6.35974645615,6.33424901962,6.38378810883,7.82573270798,6.34181499481,7.67028427124
2,4.94210672379,4.70809364319,4.87108707428,5.35294723511,4.93571901321,6.03089380264
8,6.51877975464,6.51216936111,6.52406311035,7.72829151154,6.58041477203,6.8586974144
8,6.94650411606,6.53148460388,6.72229814529,7.76173353195,6.60041999817,7.59001398087
8,6.57360696793,6.30898571014,6.17673683167,7.40062236786,6.59099817276,7.46135854721
8,7.46345281601,7.63733816147,7.54557609558,7.90436553955,7.58947277069,7.78903388977
8,7.34978342056,7.22795581818,7.20241069794,7.84799385071,7.28453445435,7.74716091156
8,6.59954833984,6.14630460739,6.39187097549,7.25756072998,6.4804315567,7.35535240173
8,7.06973552704,6.67894649506,6.57202863693,7.81882381439,6.80206155777,7.64603328705
1,2.16299152374,2.2171998024,1.95040512085,2.39771556854,2.34022068977,2.53142237663
4,3.25781083107,3.48435211182,3.54896450043,4.00040626526,3.52496218681,4.03210926056
8,6.55832195282,6.54509401321,6.51119565964,7.45060491562,6.40050888062,7.16290521622
6,6.46361160278,6.31981563568,6.22669029236,4.8997297287,6.08674192429,5.3074297905
7,4.89003992081,4.88903856277,5.05618238449,5.67325925827,5.18312358856,6.33347177505
8,7.22306251526,7.18920707703,7.10191345215,7.82482719421,6.95088434219,7.65444612503
8,6.39767360687,7.10427999496,6.95718717575,7.91101694107,6.91178321838,7.7148680687
8,7.70876789093,7.4800620079,7.39667987823,7.98623657227,7.76578903198,7.86192035675
8,6.38015508652,6.51289224625,6.64313745499,7.7598195076,6.83652496338,7.47887802124
1,2.47050714493,2.55063581467,2.8420586586,1.58590269089,3.18398976326,1.83759212494
1,3.05075120926,3.16520929337,3.07816934586,3.27910876274,2.96609139442,3.71832036972
7,5.90233755112,6.05027246475,5.92491912842,6.67373228073,5.94690036774,6.43268823624
8,7.45771932602,7.52266120911,7.47440195084,7.84114074707,7.35705041885,7.76625728607
4,4.00790023804,4.00709056854,3.93184566498,4.80607414246,3.98354434967,5.70239591599
8,6.54348802567,6.40414142609,6.435131073,7.08901691437,6.43215751648,6.6332783699
8,6.90604162216,6.90462779999,6.86166715622,7.80969667435,7.0660238266,7.7203502655
8,7.87081193924,7.77129173279,7.80803537369,7.88726711273,7.75854825974,7.78004980087
8,6.99971675873,7.15955400467,7.147544384,7.7792134285,7.02184486389,7.37381076813
5,3.65717101097,3.90198421478,4.15566158295,5.00450849533,4.41428279877,5.44108104706
7,6.3993024826,6.29586458206,6.33193731308,7.19388484955,6.34395217896,6.96205329895
1,3.76520228386,3.1882390976,3.55994462967,3.42775511742,3.98345851898,3.3238992691
6,5.21581268311,5.06455564499,5.12255001068,5.751039505,5.07058286667,5.49721908569
8,7.70449781418,7.78133058548,7.70095205307,7.8936624527,7.81668424606,7.72942733765
4,3.84658670425,4.01987266541,3.97672247887,4.12919330597,4.00456619263,4.42768192291
8,6.71858263016,6.82309913635,6.71841955185,7.19610738754,6.86732530594,6.16577529907
8,7.20981502533,7.14591932297,7.18952417374,7.83853530884,7.3918838501,7.68468809128
8,7.53706693649,7.52603530884,7.50286245346,7.83305358887,7.50197458267,7.75470638275
8,7.57092809677,7.47119426727,7.4251036644,7.88848114014,7.19774198532,7.7774720192
1,3.21557068825,3.36760592461,3.3961751461,4.14563179016,3.83998465538,4.68254327774
1,2.60043501854,2.84276223183,2.96794319153,2.74738311768,3.07946276665,3.23008036613
8,7.22092199326,7.10130691528,7.15606212616,7.86546421051,7.13012361526,7.77343082428
8,7.54490566254,7.5128326416,7.39994287491,7.87734127045,7.41105127335,7.74523162842
4,4.7042798996,4.68391227722,4.70656633377,4.73418951035,4.47577857971,4.4877538681
3,3.57024908066,3.47072911263,3.3670861721,4.50397872925,3.55811953545,5.16772651672
8,4.88903188705,4.87109231949,5.15040254593,7.30709552765,5.62230873108,7.12193393707
8,6.80966329575,6.70057582855,6.65734863281,7.66819572449,6.73317718506,7.17444705963
6,2.42897677422,2.69477081299,2.77203822136,3.38013148308,2.69058132172,3.46811366081
8,7.39028358459,7.2880191803,7.30016374588,7.87269306183,7.34336233139,7.75287818909
5,3.14570808411,3.19131064415,3.44149661064,2.37578773499,3.169880867,2.3646273613
7,5.50464296341,5.51382160187,5.48592329025,6.84115552902,5.48097085953,6.56961011887
8,7.8371257782,7.9352812767,7.98673820496,7.91453313828,7.8503537178,7.80379915237
6,6.04387950897,5.92285346985,5.8358001709,5.51659679413,5.72244548798,5.5551905632
2,3.01332354546,2.89833760262,2.87875437737,3.03668737411,2.92472648621,2.84636163712
8,7.02853965759,6.76221513748,7.00250148773,7.83866977692,7.05990695953,7.75963592529
8,6.46353721619,7.025411129,6.99911308289,6.80058383942,6.93103313446,7.28294277191
8,7.60596227646,7.55544233322,7.37184286118,7.88260364532,7.32166624069,7.79868793488
8,7.43002557755,7.4758348465,7.43135690689,7.88294458389,7.4708147049,7.80042695999
6,2.24307632446,2.25417041779,2.66966462135,3.35388088226,2.83975815773,4.00788497925
8,7.65980577469,7.49191379547,7.58386516571,7.86932849884,7.50626516342,7.7247672081
8,6.34494018555,6.450050354,6.43615674973,7.81252670288,6.90105009079,7.75781202316
1,2.18626213074,2.52241849899,2.2822933197,2.66685771942,2.52203392982,2.57706356049
8,7.78728437424,7.72615289688,7.73311471939,7.88127088547,7.75398492813,7.80309486389
6,6.48546457291,6.16454935074,6.22023439407,6.45228672028,6.33778190613,6.43531227112
8,7.30803155899,7.38339805603,7.34152936935,7.81931638718,7.44982624054,7.4019241333
6,5.59512090683,5.64138555527,5.44840764999,6.23830509186,5.42786455154,6.06275749207
8,6.17537784576,6.10143470764,6.03430366516,6.8443479538,6.12057924271,6.92341566086
7,5.65357780457,5.65729093552,5.71170568466,6.16932249069,5.60602664948,6.02643108368
4,2.6075823307,2.48361492157,2.56849455833,1.6805434227,2.7931137085,2.66804385185
5,1.22596621513,1.46615254879,1.46045076847,1.67718076706,1.28650355339,1.86510419846
6,4.6278219223,4.61482572556,4.63316631317,4.94752788544,4.75239849091,4.34290552139
7,6.29049968719,6.33023929596,6.36463212967,7.24211502075,6.20592069626,6.33237314224
8,7.80212163925,7.90423679352,7.82523059845,7.94199752808,8.00261497498,7.80516529083
6,5.27523899078,5.93095016479,5.86345720291,5.39867734909,5.63911390305,6.02749586105
2,3.46700978279,3.66932058334,3.63841319084,3.26668810844,3.7982211113,4.29805850983
1,1.40897417068,1.64066207409,1.48573338985,0.823388576508,1.05835795403,1.65331315994
5,1.24945986271,1.15545129776,1.26134026051,0.511517047882,1.3477833271,1.18607234955
8,6.08995008469,5.76181268692,6.18993711472,7.75398492813,6.37502098083,7.74187517166
6,4.91855621338,4.69559812546,4.97341585159,5.35703372955,4.55772542953,5.22940921783
8,7.46182346344,7.38841104507,7.40644788742,7.95207834244,7.33505058289,7.65778875351
8,6.36098337173,6.62416791916,6.57976198196,5.69060611725,6.34800243378,6.14306211472
8,7.43655204773,7.44959831238,7.24327707291,7.84224224091,7.26812839508,7.73554372787
8,7.42225313187,7.42343235016,7.50680541992,7.83225488663,7.52110099792,7.68594264984
8,6.96303272247,6.99181556702,6.92351150513,7.83965730667,6.90519142151,7.67844963074
8,6.8228354454,6.71138095856,6.46382761002,6.40192270279,6.504758358,7.35070466995
8,5.92906761169,5.88828992844,5.87298583984,6.88590908051,6.21891355515,6.57116031647
6,5.4340596199,5.46001291275,5.26365995407,6.22941684723,5.49916648865,6.16983604431
5,3.14842104912,3.23479223251,3.184882164,3.47110247612,3.53657960892,3.34706306458
8,7.92169237137,7.91476535797,7.91864299774,7.9195356369,7.85635185242,7.83141946793
2,5.23391103745,5.0597949028,4.92944383621,4.91417074203,5.11183643341,5.57980918884
6,5.42833805084,5.49805927277,5.59534835815,6.72188186646,5.37762594223,6.09497976303
4,5.23248004913,5.32692956924,5.18268871307,6.24026727676,5.38166761398,5.81399869919
8,6.00441455841,5.99376583099,6.03065061569,7.38471221924,5.67869091034,7.43631744385
2,2.61060476303,2.39187192917,2.51589131355,2.88241147995,2.90782833099,3.21078038216
8,6.75396251678,6.76108837128,6.67898702621,7.72758865356,6.7304816246,7.51259613037
1,4.69427156448,4.67234897614,4.58445167542,4.48066616058,4.10979700089,4.25033760071
2,1.3356153965,1.09847092628,0.898587822914,0.635404109955,0.985148787498,1.76469755173
6,6.07713651657,6.00896835327,5.83312892914,5.66703796387,5.72002601624,6.09456014633
5,2.29242825508,2.33590984344,2.20764899254,2.42303371429,2.53757739067,2.66975688934
4,3.5085952282,3.71594166756,3.73394560814,4.75781917572,3.61755037308,4.61729955673
8,7.82983875275,7.80208349228,7.77460289001,7.91238927841,7.86006355286,7.80212402344
6,4.92376661301,5.45708751678,5.27142858505,4.90792703629,4.81387376785,3.81183338165
8,7.77372121811,7.65103292465,7.57868480682,7.86130094528,7.53315925598,7.73888349533
8,7.10691356659,7.0874080658,7.07442188263,7.87241744995,7.16506576538,7.67218112946
8,6.80420780182,7.13459730148,7.19442653656,7.85644292831,7.61687803268,7.82268333435
8,6.11078596115,6.10556697845,6.00595569611,5.80998706818,6.00989055634,6.16052150726
8,6.5258564949,6.77751588821,6.60200214386,7.77494287491,6.68257045746,7.68396472931
8,5.45706796646,5.5806183815,5.72087144852,7.24656200409,5.09663105011,6.7485370636
8,7.30746030807,7.16655254364,7.07955932617,7.8690867424,7.20972204208,7.74417495728
6,4.80664396286,4.85765552521,5.05127906799,5.83902359009,4.81140089035,5.18077087402
8,7.17353820801,7.35018825531,7.35112285614,7.82748317719,7.29993104935,7.74607658386
1,4.82644462585,4.99757623672,4.92757701874,5.83904266357,4.79331684113,5.10412216187
6,5.35810613632,5.41867494583,5.41046714783,5.71715593338,5.4630408287,5.74291419983
5,2.35558605194,2.28753709793,2.27656388283,2.3330616951,2.36397504807,2.47775626183
8,7.74464988708,7.70398044586,7.70570755005,7.96588611603,7.85451555252,7.82336330414
8,6.74514722824,6.91804170609,6.84238815308,7.30004739761,6.82424545288,7.57418203354
8,7.45246362686,7.30008172989,7.36013269424,7.59655427933,7.3243970871,7.66946840286
8,5.47009038925,5.3944029808,5.2600440979,5.56453180313,5.37374258041,5.47598409653
2,4.36382007599,4.40262985229,4.55073833466,4.9716501236,4.55247926712,5.06858825684
6,4.06028747559,4.74054861069,4.55604887009,5.6433839798,4.83826446533,5.30360221863
8,7.10613632202,7.12366962433,7.11257314682,7.65473747253,7.10120105743,7.53750801086
7,6.49721097946,6.74034833908,6.53652906418,7.63091564178,6.70007705688,7.34028339386
8,7.59411096573,7.80655241013,7.5032658577,7.86996793747,7.64515113831,7.84908056259
8,5.58270215988,5.9379734993,6.29601049423,7.86719226837,6.21618700027,7.78084564209
8,6.91534757614,6.80811452866,6.85798072815,7.30754852295,6.79818534851,7.33309698105
5,4.47294139862,4.66186094284,4.72508716583,5.22966766357,4.64735412598,5.56966590881
6,5.55151939392,5.98659992218,6.067715168,6.84744501114,5.95283985138,7.05078125
8,7.32957744598,7.42137002945,7.42595005035,7.85220336914,7.23425626755,7.74671268463
