LogisticRegression,XgBoostRegLin,XgBoostRegLin_Depth8,XgBoostRegLin_Depth7,Keras,XGBoost,Keras2
2,2.82516527176,2.41666960716,2.22460484505,2.39305877686,2.54280400276,2.63295507431
6,4.14694023132,4.08612728119,4.45320606232,2.75410985947,4.15222167969,2.80758666992
6,5.27808856964,5.26978302002,5.29997014999,5.71410083771,5.22565078735,5.75807332993
1,2.96706271172,2.7954685688,2.7989256382,0.88404750824,2.39657926559,1.56474781036
8,7.19520998001,7.19344425201,7.14629745483,7.78874731064,7.16682672501,7.89949703217
7,6.37773752213,5.97435617447,6.01828765869,5.93131828308,6.0614657402,6.16349840164
1,3.2115688324,2.53967952728,3.05551791191,3.36121463776,2.80338764191,3.85793685913
4,2.90234041214,2.91620063782,2.86493110657,3.70644235611,2.88705587387,3.0986802578
8,6.30660772324,6.41603565216,6.42023611069,7.71317672729,6.22088003159,7.76447868347
2,2.80233430862,2.55196499825,3.50349450111,1.85309362411,3.38543701172,2.08554410934
8,6.3840007782,6.1850605011,6.15824460983,7.18662500381,6.17018651962,7.05751800537
6,6.54155349731,6.47673177719,6.39005947113,6.47930908203,6.03311347961,6.44833946228
8,7.84195566177,7.7795176506,7.80837488174,7.78013420105,7.73622608185,7.91321468353
8,5.77735090256,5.82953071594,6.20882511139,6.61664628983,5.93827199936,7.35774087906
1,1.10275149345,1.26964235306,1.37633943558,2.48801755905,1.8005657196,2.5673327446
8,6.6228890419,6.31108140945,6.55192089081,7.33821058273,6.31644058228,7.65177536011
8,7.24925279617,7.18108129501,7.13557624817,7.78727245331,7.16104698181,7.90922832489
2,2.31244850159,2.65953683853,2.63503241539,2.34112262726,2.38513970375,2.45275354385
6,5.06810522079,5.02396440506,5.11947202682,4.91369819641,5.30639266968,4.52847385406
8,6.37827014923,6.40770721436,6.3760509491,7.50001144409,6.40702819824,7.24562072754
5,4.13370037079,4.50569915771,4.71341896057,6.50233602524,4.77292442322,4.98737955093
1,2.99894022942,3.68507814407,4.00381278992,2.64573478699,3.63030171394,2.73725557327
6,5.07923650742,5.47232437134,5.28957939148,5.2242937088,5.14934015274,5.84216403961
8,6.3586025238,6.2269282341,6.56373643875,7.76190280914,6.60999155045,7.76957178116
6,5.75385379791,5.56837129593,5.58849287033,6.04788827896,5.60503196716,6.26654291153
6,2.11787605286,2.38828849792,2.52273535728,3.146941185,2.80254244804,3.11842775345
8,6.99647331238,7.0644068718,7.00658893585,7.26590824127,7.00505304337,7.48131513596
8,6.46849155426,6.17425441742,6.5341258049,6.57038164139,6.46727705002,6.42457532883
1,2.76954722404,3.01772880554,2.98241448402,2.50713205338,3.00402450562,2.7998085022
8,5.62193632126,5.62621736526,5.66213178635,5.65522766113,5.69255638123,5.8943939209
7,6.34067440033,6.3004784584,6.22682857513,6.57624435425,6.16369581223,6.95632076263
8,7.80240392685,7.8480014801,7.80746889114,7.812977314,7.85303926468,7.93639755249
6,4.52146434784,4.96005296707,4.40770626068,5.98298501968,4.37795639038,5.0668554306
8,7.06342887878,6.96488857269,6.82751321793,7.77680635452,6.9616355896,7.82724571228
2,4.86742448807,4.72332811356,4.56167173386,5.13616085052,4.95355892181,5.74359273911
8,6.48838043213,6.2904715538,6.26322221756,7.11555814743,5.98862552643,7.29511260986
7,4.97731018066,5.1064248085,5.18751907349,5.91173458099,5.20182228088,6.00953674316
8,7.55636119843,7.64942502975,7.61788654327,7.78966665268,7.62889289856,7.93955135345
8,5.67792510986,5.650867939,5.59810113907,7.19593238831,5.82902574539,6.88665437698
2,3.98542141914,3.92936587334,3.85583567619,3.50646495819,3.72234559059,2.99548506737
8,6.62134456635,6.47528886795,6.54255151749,7.32518100739,6.54608058929,7.24453687668
8,7.11492156982,6.73657226562,6.65985536575,7.15923261642,6.69040250778,7.14795446396
6,3.96639943123,4.42373180389,4.38112640381,4.72517633438,4.10083150864,5.4083480835
2,1.31942415237,1.32799017429,1.14048814774,1.71246528625,1.69229793549,2.20712661743
7,4.97421693802,5.00451612473,4.89940834045,5.78421163559,4.95517969131,5.63681507111
2,4.63163805008,4.48453712463,4.35847473145,4.04781103134,4.35143613815,3.14472842216
1,1.85481011868,2.18320035934,2.19712972641,2.36105775833,1.55322039127,2.65654706955
6,5.18573951721,5.36185121536,5.37720012665,4.60931253433,4.79270839691,5.43367195129
8,7.19350290298,7.62841081619,7.53882074356,7.81464385986,7.75740337372,7.92032957077
8,4.9324297905,5.0692896843,4.9504199028,5.28117609024,4.62818241119,5.38301897049
8,7.4268860817,7.34977197647,7.33864307404,7.78576612473,7.24798870087,7.82215976715
8,6.58987045288,6.60632133484,6.54540491104,7.06012678146,6.48634910583,7.22256565094
8,7.34561634064,7.28325748444,7.16225147247,7.77725982666,6.83728599548,6.81303834915
7,5.53199958801,5.61320972443,5.69287014008,6.33276081085,5.40901708603,7.00198364258
6,5.5485200882,5.37738084793,5.48272323608,5.64171409607,5.66664838791,6.11594772339
8,6.76346635818,6.34308052063,6.44100093842,7.0822353363,6.3775177002,7.21897554398
5,4.34122753143,4.45624876022,4.3679265976,3.95352840424,4.38316011429,4.12383747101
7,6.07853269577,5.70015048981,5.91329860687,5.96022415161,5.40616893768,6.25362110138
8,6.46848726273,6.59769916534,6.55509281158,6.63898468018,6.59817934036,6.66652488708
6,5.64587068558,5.69599437714,5.61313486099,5.78300285339,5.66037845612,5.77613306046
8,7.24203586578,7.12719631195,7.14588022232,7.69100379944,7.27649021149,7.79220914841
8,7.59794282913,7.46000337601,7.33138465881,7.72076654434,7.43707847595,7.79673290253
8,7.68764686584,7.45313453674,7.45691728592,7.81249284744,7.2881770134,7.94693088531
8,7.5791220665,7.52767705917,7.51539993286,7.798371315,7.59224414825,7.90010929108
4,3.04987859726,3.03411340714,3.07972002029,2.75334262848,2.82969331741,2.68143844604
8,7.4937582016,7.36921787262,7.48413944244,7.79251909256,7.37114667892,7.94857168198
2,3.30789470673,3.1960811615,3.15620207787,2.13049983978,3.02476525307,2.61796140671
4,3.04480934143,3.31571006775,3.35859251022,2.63787555695,3.31003332138,3.5039870739
3,2.13086342812,2.05840206146,2.13574624062,2.52666091919,1.73410284519,2.57191801071
6,4.22571372986,4.0302362442,3.54328417778,5.38140678406,3.83731269836,5.28301334381
6,6.24672031403,6.32274770737,6.25192546844,5.54102754593,6.35935735703,5.98861694336
5,4.25945568085,4.20017004013,4.26357984543,4.04057598114,4.28788280487,4.67712688446
8,6.77365064621,6.71235561371,6.72722053528,7.76265907288,6.7264289856,7.52684116364
8,7.46756124496,7.50621700287,7.46015930176,7.78396940231,7.5458741188,7.89546966553
7,6.29141283035,6.32251882553,6.39602708817,6.76530504227,6.4973025322,6.85917139053
2,2.65272641182,2.76840615273,2.89353466034,2.81895828247,2.70446658134,3.05316734314
2,5.16239261627,5.07599496841,5.17665195465,4.43025112152,5.10289096832,4.72156333923
6,3.75825595856,3.66683650017,3.86204695702,5.35783672333,3.5486676693,5.37630558014
8,6.3512506485,6.20894193649,6.30653142929,6.78618574142,6.37985754013,6.86386346817
8,7.76729202271,7.73240709305,7.72611236572,7.78865289688,7.77382564545,7.91525268555
8,7.29798316956,7.14371395111,7.19134044647,7.79591226578,7.4038143158,7.87368822098
8,4.22596549988,4.53751277924,4.63926410675,5.66545438766,5.02794456482,5.37300014496
8,7.06007242203,6.87798118591,6.92567586899,7.48221874237,6.88634157181,7.65446853638
7,6.3167052269,6.41050577164,6.38377523422,6.87051677704,6.47710371017,7.02070045471
8,7.26087188721,7.02991485596,7.03928184509,7.79045581818,7.00899171829,7.89885044098
6,3.93993258476,4.02343845367,4.03822803497,5.05529880524,3.99906373024,4.97838401794
7,5.80987119675,5.73662614822,5.68075418472,6.20710325241,5.56313371658,6.67241191864
8,5.74185037613,5.99576711655,6.00682497025,5.95603847504,5.67647218704,6.19067573547
4,3.52817392349,3.53196144104,3.48605036736,4.01735973358,3.70793414116,3.70918393135
8,5.25841093063,5.89352369308,5.51987266541,6.44328212738,5.77081680298,5.98003435135
2,4.72808122635,4.77145957947,4.82948493958,3.65303134918,4.6737408638,3.89470386505
8,7.88224411011,7.89205884933,7.8690404892,7.82485675812,7.87608766556,7.91785907745
8,6.47963094711,6.75305986404,6.5595202446,7.78892660141,6.25742006302,7.85927915573
8,6.32421779633,6.14614295959,6.16093254089,6.78799629211,6.10924196243,6.58425188065
8,7.22820281982,7.25472593307,7.19691085815,7.7995390892,7.2650604248,7.89098930359
7,5.17816829681,5.07118177414,5.04619979858,5.92195081711,4.96045875549,5.76234102249
8,7.21246385574,7.19819974899,7.16969490051,7.51041078568,7.22841453552,7.47504377365
6,3.87932157516,3.69673347473,3.64303803444,3.85977077484,3.55949139595,4.11334514618
8,6.76784896851,6.7089600563,6.69614362717,7.00336170197,6.56275415421,7.00192594528
8,5.61284017563,5.52754735947,5.55153608322,6.61425113678,5.4775633812,6.94651985168
8,7.31724405289,7.25420951843,7.19567632675,7.60757064819,7.21544504166,7.63484191895
8,5.8985657692,5.96631479263,5.87274122238,6.69348526001,5.91129016876,7.28246927261
8,7.95859575272,7.54566860199,7.35652542114,7.78565454483,7.65202379227,7.88732719421
8,8.00966453552,7.72546720505,7.72481107712,7.76884508133,7.82884979248,7.90510892868
8,6.74543333054,6.71110057831,6.79799747467,7.77831983566,6.8973441124,7.85668611526
4,3.50420355797,3.5392780304,3.64878416061,3.99003791809,3.69834733009,3.23964738846
8,7.59661245346,7.54887771606,7.53427934647,7.7816157341,7.41840457916,7.92366790771
8,7.95780992508,7.92545509338,7.90121936798,7.79988288879,7.91305494308,7.96777772903
6,3.99141526222,4.2872171402,3.5636613369,3.12147736549,3.65421175957,2.36344432831
4,2.72101926804,2.77989244461,3.03993225098,4.11069631577,2.94442558289,4.04008102417
8,6.95722818375,6.94968891144,6.88779830933,7.2015414238,6.94319581985,7.32699489594
8,5.48889160156,5.73368883133,6.03374814987,7.63156890869,6.21654844284,7.78171539307
8,6.75523471832,6.5987443924,6.21253061295,7.63257789612,6.53296947479,7.4553861618
8,7.85321569443,7.88478088379,7.84202432632,7.76816034317,7.87681484222,7.86386966705
2,2.60916614532,3.29609012604,3.47465443611,3.57619976997,2.49161577225,3.14349150658
6,4.78419065475,4.67827320099,4.64891958237,5.01571416855,4.73848772049,5.46669721603
8,6.72199344635,6.51456880569,6.44992351532,7.2694439888,6.33896446228,7.59036827087
8,7.50456285477,7.60432720184,7.70061349869,7.78053951263,7.71737575531,7.92631721497
1,0.00894472002983,-0.323781907558,-0.63630759716,-0.000486850738525,-0.854827880859,1.21869325638
6,3.26399636269,3.38579130173,3.17960381508,2.89152669907,2.91170954704,3.03650736809
8,7.41362905502,7.23235321045,7.26301670074,7.70267629623,7.10660600662,7.7573428154
8,7.27048206329,7.25252628326,7.12555551529,7.79466724396,7.2493429184,7.87796974182
8,7.16330575943,7.19015884399,7.18111276627,7.78846788406,7.20523405075,7.88869380951
8,5.91762399673,5.79592895508,5.9816532135,6.74477624893,6.20551729202,7.16282463074
8,6.91395807266,6.95975542068,6.92149114609,7.78876495361,7.06209278107,7.89985752106
8,5.90814447403,6.13400650024,6.04706001282,6.68008375168,6.08164644241,6.79027700424
8,7.54775333405,7.41367292404,7.4893321991,7.81409263611,7.5878200531,7.93729829788
8,7.66499614716,7.66028022766,7.69934988022,7.79754781723,7.59517669678,7.95650148392
6,4.5862736702,4.60573196411,4.51224708557,5.50796365738,4.62870454788,5.91464471817
5,3.81687951088,3.65291929245,3.64141774178,4.27782201767,3.74901628494,4.03770112991
2,4.85944747925,4.35845518112,4.8250374794,5.47521018982,4.54745435715,5.06403589249
5,5.36214208603,5.2955031395,5.20032835007,4.60563564301,5.26043176651,4.88204717636
8,7.63426828384,7.50226640701,7.47608327866,7.51627540588,7.51447439194,7.73569107056
8,7.21476268768,7.12992715836,7.08617973328,7.77581787109,7.16619873047,7.89695644379
8,6.02637004852,6.07387971878,6.28275918961,6.85653066635,6.26776123047,6.97166538239
8,7.72266530991,7.64646959305,7.73549318314,7.80560588837,7.82902431488,7.9150519371
4,1.99393594265,1.90925204754,1.99023830891,1.77544021606,2.35734558105,1.81113910675
8,6.66085720062,6.70794010162,6.74781656265,7.70235967636,6.75272464752,7.92632246017
8,6.85023593903,6.81268024445,6.75771093369,7.79376316071,6.63725423813,7.89855480194
8,4.90851974487,4.90671873093,4.96486902237,6.19453287125,5.43624591827,6.99474334717
7,5.64706802368,5.66175842285,5.95701360703,6.40332126617,5.62510538101,6.65360403061
5,4.25766897202,4.41061401367,4.78538370132,5.32451057434,4.57636880875,5.05269002914
6,4.29787158966,4.46473121643,4.80348730087,4.91746997833,4.31185722351,5.01370620728
8,7.4364991188,7.51460599899,7.56237125397,7.79086112976,7.6247215271,7.83166503906
4,3.28463506699,3.13939666748,3.31584382057,3.24783873558,3.20589089394,3.35933303833
6,5.43842840195,5.42294311523,5.369389534,4.89491605759,4.95786905289,5.83398532867
8,6.77648830414,6.78490686417,6.71290779114,7.04771232605,6.4971446991,7.27326536179
8,7.45154380798,7.72784948349,7.73758125305,7.83485555649,7.87399768829,8.02213001251
6,3.46070504189,3.65385389328,3.05125546455,4.00953197479,3.60508561134,5.03620052338
8,6.59618377686,6.61654615402,6.68592691422,7.20908975601,6.64896678925,7.32171630859
2,5.05995893478,4.93749332428,5.14915847778,5.68971538544,5.09458780289,4.87729597092
3,2.96215867996,3.20942616463,3.17466664314,2.36950016022,2.43776226044,2.7631983757
8,6.94394731522,7.05929470062,7.09388399124,7.79361057281,7.074614048,7.93072843552
7,5.13646364212,5.12263917923,5.04199886322,4.8558177948,4.74865722656,5.53811979294
7,4.81223583221,5.03317260742,4.94575643539,5.16443490982,5.05747079849,5.60474967957
8,6.77046251297,7.11081600189,6.93386173248,7.72509384155,6.91256380081,7.77635002136
8,7.72878646851,7.52236938477,7.55035495758,7.78348064423,7.58812570572,7.98190307617
8,6.76746082306,6.7239112854,6.65416574478,6.89405345917,6.54228448868,7.09504938126
8,7.50305223465,7.54806518555,7.58876752853,7.80321073532,7.58926677704,7.95197057724
8,6.81239318848,6.69479942322,6.71050310135,7.77600955963,6.67731189728,7.84693908691
2,3.44129371643,3.51949691772,3.76914286613,3.65030288696,3.50687193871,3.86001420021
8,6.23046636581,6.21619367599,6.23734092712,6.1296916008,6.23876905441,6.35135793686
6,4.32394933701,3.89837741852,4.19234657288,4.35090637207,4.32261180878,4.19495582581
2,4.78289270401,4.87115907669,4.90924787521,5.78241586685,4.98993778229,5.0226111412
6,2.38452291489,2.67545437813,2.74670124054,3.57838249207,2.61155152321,3.43291187286
8,7.68102121353,7.57091093063,7.49541950226,7.79685783386,7.50817346573,7.88190031052
4,3.05375933647,3.20583415031,3.11397647858,4.00867938995,3.1447122097,4.19012355804
6,4.64915752411,4.6356511116,4.61641693115,4.97383308411,4.77737522125,4.94487762451
8,6.81647539139,6.90847253799,6.84858703613,6.74270582199,6.74833726883,7.20562505722
5,4.71631765366,4.50253486633,4.60018253326,4.07931518555,4.55535316467,4.10930395126
7,4.88066196442,4.53028726578,4.46868562698,4.59910202026,4.58939552307,5.1116232872
6,6.66197395325,6.49698066711,6.46690893173,6.01566791534,6.53503036499,6.27786111832
8,7.69743537903,7.52153301239,7.47095251083,7.81136131287,7.45077562332,7.90019512177
8,7.50935029984,7.24862098694,7.37282371521,7.79299783707,7.40866327286,7.96149635315
8,7.24584388733,7.23821163177,7.21153450012,6.11460828781,7.19526815414,5.89842605591
5,2.03624868393,1.95734751225,1.92174911499,1.95580101013,2.03099441528,2.24673700333
8,7.63262891769,7.74035549164,7.71849060059,7.82111978531,7.83380889893,7.97281074524
8,7.02042913437,7.00692415237,6.880838871,7.54516744614,6.93776655197,7.26950550079
8,6.83574342728,6.36965084076,6.09657382965,7.74869966507,6.33127880096,7.84525060654
7,5.74341821671,5.56668615341,5.67233562469,6.16897201538,5.86873674393,6.34947824478
1,2.06187844276,2.22001194954,2.08575940132,1.54909467697,2.26550602913,1.90266513824
6,7.23674678802,7.14227247238,7.04833841324,6.55685520172,6.87101554871,6.98253107071
5,3.52691626549,3.44584679604,3.33889079094,2.70929288864,3.95778846741,3.28188753128
2,3.01449298859,3.1856405735,3.22432470322,3.47677707672,3.45160293579,2.90796375275
2,4.09746980667,4.12296485901,3.95135426521,4.40581560135,4.15675926208,3.94670772552
4,4.5103020668,5.01271724701,4.77451324463,4.7516913414,4.7125544548,4.8599691391
8,7.91154289246,7.88074684143,7.87046432495,7.79594564438,7.93661022186,7.95211791992
2,4.42877244949,3.74402976036,4.37530231476,4.27697706223,4.57756900787,3.38326954842
7,5.48811340332,5.46418333054,5.46794366837,5.70655822754,5.24475622177,6.15946531296
1,1.85792040825,1.48169875145,1.68440675735,1.0907125473,1.79108726978,1.74470186234
2,3.50482797623,3.61041212082,3.61692428589,3.70208263397,3.27927923203,2.91024446487
8,6.92812919617,6.98802137375,6.90811920166,7.77040672302,6.92063188553,7.77341508865
7,4.6190867424,4.83681344986,4.80791950226,4.91473388672,4.73194932938,5.17913818359
6,2.79102706909,2.48987102509,2.97060847282,3.68100261688,2.99754357338,3.04520654678
8,4.22468566895,3.93883872032,4.19714689255,5.1918721199,4.77092409134,5.89777851105
6,3.27370452881,3.61555576324,3.84828257561,3.58958792686,3.86432313919,3.23705077171
1,4.84497642517,4.7475528717,4.6071190834,6.3983669281,4.77055883408,6.67062711716
8,7.21405076981,6.9536652565,6.79834032059,7.71138238907,6.58313512802,7.81468439102
7,5.75586271286,5.67863178253,5.4917178154,6.00178670883,5.43491125107,6.46234273911
8,6.45384740829,6.34513092041,6.48316860199,7.80544519424,6.25363636017,7.96492385864
8,7.96690607071,7.85296678543,7.88741254807,7.81430387497,7.90259552002,7.96143579483
8,7.70996141434,7.62664651871,7.59206581116,7.78939962387,7.63176059723,7.94043636322
1,3.02428412437,3.0503616333,2.98685956001,2.80481815338,3.05651855469,2.84145021439
2,2.43640089035,3.01069831848,2.70445537567,2.39429664612,2.8041806221,2.66805744171
8,7.33975791931,7.70015382767,7.47051620483,7.81039905548,7.33012580872,7.92006969452
8,6.59349012375,6.42170476913,6.58302640915,7.49123382568,6.25578355789,7.89671373367
1,0.235097467899,0.447321355343,0.12970739603,0.367918491364,0.0960849523544,1.16244792938
5,2.72273254395,3.10533261299,3.06351327896,2.89316987991,3.00678920746,2.68425798416
7,4.30341482162,4.48250627518,4.77911520004,4.27654933929,4.68647098541,3.62545895576
8,7.1472325325,7.11118555069,6.85856103897,7.78000020981,6.94734191895,7.95383358002
2,3.79790830612,4.42425632477,4.58713817596,2.92022657394,4.89488172531,2.87712144852
7,6.48040008545,6.33331298828,6.39985561371,6.8400554657,5.99615430832,6.50255632401
6,4.89024114609,4.58514499664,4.41537284851,4.85249233246,4.50420284271,5.26822900772
8,7.74277639389,7.95689582825,7.8586640358,7.81247758865,7.86841344833,7.97390031815
8,6.36537313461,6.85944700241,6.66543722153,6.89745855331,6.69711637497,7.16763496399
8,7.29947948456,7.10755872726,7.01676130295,7.79015159607,7.12869405746,7.86043357849
8,5.9784617424,6.08287000656,6.11908721924,6.65820407867,6.07772064209,6.44461107254
8,4.55425024033,5.50294446945,5.13543701172,6.68584775925,4.71149349213,6.45694828033
8,6.82911252975,6.92820215225,6.75761699677,7.12816238403,6.96540260315,7.33803844452
2,3.37135243416,3.3358476162,3.27284121513,4.09714841843,3.39869213104,4.23515558243
7,5.65380144119,5.95062875748,5.87596178055,5.9774980545,5.82744550705,6.6344742775
7,5.92434120178,6.02136278152,6.09368228912,6.85612297058,6.14692258835,7.05208587646
