LogisticRegression,XgBoostRegLin,XgBoostRegLin_Depth8,XgBoostRegLin_Depth7,Keras,XGBoost
8,5.90547990799,5.64798402786,5.5916852951,6.37998914719,5.71376132965
8,6.26576852798,6.50876426697,6.63158941269,7.72326469421,6.64723539352
8,6.99304866791,6.99178886414,6.96995925903,6.81222105026,6.93936014175
7,5.50703144073,5.45558929443,5.35357475281,5.78393936157,5.53133964539
8,7.4017739296,7.39297056198,7.45759057999,7.85804748535,7.51797914505
6,4.40730619431,4.38771915436,4.17926073074,4.87101221085,4.23041057587
6,5.91910076141,6.14835548401,6.11935281754,6.0050535202,6.05565834045
8,7.3804602623,7.25451660156,7.23183727264,7.84792613983,7.13119125366
8,6.72038125992,6.60531759262,6.81010007858,7.55068302155,6.74066495895
8,6.95500707626,7.0499048233,7.17588043213,7.69431877136,7.25815963745
8,6.02393817902,6.08781194687,6.2823972702,6.61778354645,6.42023611069
4,4.07090759277,3.80494785309,3.98581933975,4.23713970184,3.97237586975
6,7.08177614212,6.90199518204,6.83353900909,6.67552089691,6.84350156784
6,5.41876268387,5.30511951447,5.272356987,5.51916503906,4.99324321747
8,6.96475315094,6.78859901428,6.87757205963,7.63383674622,6.84812450409
6,6.57229137421,6.4930973053,6.5645813942,6.13000631332,6.37653398514
8,6.67127656937,6.64332056046,6.62770700455,7.00818014145,6.7021856308
1,0.997101187706,0.659508824348,0.693426787853,1.37484407425,0.826801776886
8,6.56326007843,6.58643817902,6.7381529808,7.47115659714,6.69599676132
8,7.7823882103,7.82239580154,7.83787059784,8.19492340088,7.83060693741
2,2.53216934204,2.5818707943,2.96775913239,2.01251363754,3.02674770355
5,4.30485630035,4.48684692383,4.43541717529,4.57269144058,4.62508773804
6,4.08529376984,4.092628479,4.4421377182,3.99204516411,4.44993114471
8,7.38012599945,7.34339094162,7.39559841156,8.01196479797,7.46011781693
6,5.61009693146,5.51446914673,5.48899745941,5.80026531219,5.60265159607
5,2.83161664009,2.95186448097,3.1034591198,2.34399414062,3.55736279488
8,7.6545009613,7.60911369324,7.59048748016,7.92497396469,7.63272380829
5,6.48494672775,6.30277967453,6.38049840927,5.62498998642,6.10538101196
6,5.92425394058,6.01630401611,5.98563814163,6.0386838913,6.08480119705
7,5.69405269623,5.89030218124,5.91381072998,6.4009642601,5.70118045807
1,1.21337306499,1.17665576935,0.805004715919,1.55800962448,0.970717132092
8,5.66079521179,5.74513864517,5.62843179703,6.86926317215,5.62611198425
8,5.87831687927,5.76836252213,5.73962068558,7.21416950226,5.63107919693
8,6.16888856888,6.07726669312,6.12462377548,6.73393917084,5.93885755539
6,5.06878852844,5.90212106705,5.50488710403,5.33854675293,5.17281675339
1,2.71157217026,2.37583971024,2.20075774193,2.18664741516,2.30133318901
8,6.93907594681,7.04131603241,6.98836660385,7.40847301483,7.01330804825
8,6.48167705536,6.55622529984,6.44452857971,5.89760446548,6.40918731689
8,7.72059440613,7.69166612625,7.6339840889,7.87689161301,7.6458272934
5,3.77705407143,3.78253865242,3.88440537453,2.91979718208,3.61464476585
7,5.12269878387,5.45290660858,5.30918216705,6.02229690552,5.55015087128
8,7.74158573151,7.72094774246,7.77698659897,7.65555381775,7.81304502487
6,6.06074810028,6.1955947876,6.25891780853,6.15956115723,6.22214841843
8,4.86309099197,4.79283428192,5.05171585083,5.13900566101,4.89268779755
8,7.45467662811,7.48028421402,7.55544757843,7.92152118683,7.50878429413
8,5.84007406235,5.77975893021,5.78505039215,7.05347013474,5.87931013107
8,7.86503076553,7.83044719696,7.80082559586,7.8987698555,7.83518028259
8,5.74990367889,5.80739593506,5.7528629303,5.96485424042,5.42627096176
6,5.42425775528,5.2129483223,5.34997463226,5.26998472214,5.12901258469
3,3.08580112457,2.92952466011,2.90792608261,2.90609383583,2.96887159348
2,5.14244842529,5.25918531418,5.27216911316,5.25025939941,4.96352672577
6,3.30425548553,3.55818724632,3.86593079567,4.20501232147,4.09337425232
6,2.71208286285,2.80042004585,2.78189206123,3.75718188286,2.87885379791
8,6.02072048187,6.27881813049,6.16090917587,7.32869768143,6.02611684799
1,1.94061326981,1.84373497963,1.39196002483,0.782389163971,1.34137892723
8,7.28158426285,7.33827447891,7.42218208313,7.98038387299,7.49619722366
3,1.66325831413,1.94285190105,1.61790370941,1.9888548851,2.03482532501
8,5.99742412567,5.96249246597,6.15083885193,6.8919172287,6.18617630005
8,7.65658664703,7.56370925903,7.5762052536,7.77730512619,7.51978635788
8,7.54201078415,7.52968406677,7.54135274887,8.01336574554,7.75458097458
5,4.9448299408,5.10435819626,5.07395648956,4.77694129944,4.71241807938
1,3.96926927567,3.12424087524,3.3827059269,1.91562700272,3.46424508095
6,5.90094423294,5.83674192429,5.85509157181,6.10608577728,5.89029550552
8,7.15082263947,7.14105510712,7.14706373215,7.69584321976,7.22583198547
7,6.15319395065,5.90169811249,6.03340911865,6.66113948822,5.95105409622
8,6.74222373962,6.21762657166,6.13182163239,6.5405497551,6.14443445206
2,1.51413321495,1.67814552784,2.19156241417,1.87512207031,2.16983795166
8,7.30606460571,7.16114425659,7.11964893341,7.55018615723,7.05176401138
8,6.12483167648,6.18350362778,6.24505090714,6.2616353035,6.11969280243
2,1.69373750687,1.7083619833,1.84497499466,1.48492002487,2.05078220367
8,6.34075641632,6.33067131042,6.38089323044,6.6946439743,6.35059022903
8,7.3419380188,7.40902900696,7.35761117935,7.77385473251,7.32339048386
8,6.20328998566,6.16517353058,6.35844230652,6.32353925705,6.09230279922
8,6.53644943237,6.64704275131,6.62532949448,6.72581672668,6.60968637466
8,5.72193384171,5.11675357819,5.34023094177,5.96728515625,5.47034311295
8,7.02956199646,6.81449651718,6.66527509689,7.51279640198,6.92691659927
7,5.27682685852,5.1577129364,5.26702022552,5.94746875763,5.22895383835
6,5.05757761002,5.2951669693,5.23675489426,5.56701898575,5.31502246857
2,3.50443696976,3.08776068687,3.34081959724,2.30584144592,2.99368524551
8,7.10398864746,7.18862628937,7.18219518661,7.50096702576,7.22405385971
8,6.49415540695,6.37621688843,6.17773342133,6.47320175171,6.16468906403
1,2.69140577316,2.70254802704,2.68592834473,1.91696119308,2.58970546722
8,7.24991941452,7.30904054642,7.22365140915,7.91229009628,7.11118173599
8,7.0113325119,7.107878685,7.07112073898,7.23562192917,7.08563518524
6,4.83100557327,5.11191129684,4.98169994354,5.1063170433,4.67257547379
6,3.61986494064,3.69054841995,3.54188203812,3.45838499069,3.53780174255
8,5.50842809677,5.4102473259,5.55684804916,6.16227722168,5.02718305588
8,7.84445381165,7.78475475311,7.65266752243,7.81730937958,7.57234096527
8,7.5995221138,7.49901628494,7.44245004654,7.87603282928,7.34084892273
8,6.58959674835,6.55992650986,6.77102994919,6.96871185303,6.80534601212
7,5.94684553146,6.16724157333,6.03451824188,6.97686195374,6.51232719421
7,5.72883367538,5.78004407883,5.73879957199,6.14097738266,5.81782484055
8,6.42516946793,5.89056491852,6.32360076904,7.29818105698,6.07383871078
6,4.89739465714,5.0756521225,5.22836017609,5.45905923843,5.13904666901
8,5.9240860939,5.93125963211,6.03336620331,5.99726963043,5.95654153824
7,5.43689155579,5.38680791855,5.3746099472,5.6015458107,5.42735910416
1,2.34273004532,2.58027791977,2.23775577545,1.16387987137,2.23112297058
7,5.45786333084,5.23050689697,5.15082454681,5.95158338547,5.24881124496
8,6.04557609558,6.23296403885,5.96526050568,7.31991910934,5.76028251648
1,4.10233592987,3.92363524437,4.23778390884,4.06755256653,4.0019698143
8,7.12779378891,7.24145936966,7.2860660553,7.9268155098,7.37924098969
6,5.53482151031,5.7592663765,5.65166330338,5.36007833481,5.8828458786
2,1.3597009182,1.52944993973,1.6601960659,1.63234472275,1.63785207272
8,6.8961482048,6.96651983261,6.92569065094,6.78090763092,7.00822019577
8,7.74467182159,7.55858421326,7.36774587631,7.3510222435,6.84439754486
8,5.55699157715,5.13190317154,5.30373811722,6.25691366196,5.34903144836
8,6.05047225952,5.95442390442,5.99831628799,6.77427911758,5.99427318573
8,6.46658182144,6.45037746429,6.53188610077,6.5946059227,6.49717187881
8,7.24213171005,7.27002906799,7.19828224182,7.78114461899,7.13793802261
7,6.48164415359,6.28730201721,6.31434583664,6.64146614075,5.89317893982
8,7.88456916809,7.78947925568,7.70699834824,8.12495613098,7.77454519272
5,3.32826781273,3.51701855659,3.68938970566,4.48106527328,3.83704996109
8,7.73677253723,7.75904607773,7.75054836273,7.88645410538,7.7284040451
6,6.47762680054,6.47216653824,6.50559139252,6.49888563156,6.42706727982
1,2.22560119629,2.02605032921,2.13407063484,1.64833211899,2.24206924438
8,7.63547229767,7.53434467316,7.47578859329,7.70723581314,7.17442798615
1,2.51096534729,2.47638320923,2.53062081337,1.59368515015,2.0729637146
8,7.63265800476,7.52726697922,7.47557258606,7.78676891327,7.46656322479
6,6.74555206299,6.67413949966,6.63610076904,6.94661474228,6.82218265533
5,1.88051044941,1.74612474442,1.92357707024,1.60943651199,1.80387115479
1,1.90115809441,1.93320703506,2.37503004074,1.80769491196,1.87411904335
8,7.10342264175,7.04486989975,7.00323390961,6.41492509842,6.98386859894
7,5.92479372025,5.72655916214,5.82608890533,6.12912750244,5.69243335724
8,7.3821606636,7.26109695435,7.18170166016,7.48902320862,7.31088829041
8,7.37113332748,7.35539960861,7.25981044769,7.97076034546,7.43909931183
8,6.561855793,6.40364742279,6.3318939209,7.09145069122,6.30397367477
2,2.48190498352,2.34045886993,2.69875955582,1.8314871788,2.26680994034
5,4.0406460762,3.945343256,3.77854704857,3.56495881081,3.89722061157
8,5.00152730942,4.89524126053,5.05832910538,6.3316116333,5.08703613281
8,8.04359054565,7.9367146492,8.01890182495,7.94515705109,8.01243209839
8,7.27848052979,7.32147550583,7.34149503708,7.70724582672,7.35546445847
6,3.41461849213,3.06613206863,3.08111548424,2.42929410934,3.14085769653
6,3.79760289192,4.30609989166,4.37966537476,4.35452747345,4.78647756577
8,6.2233543396,6.36542987823,6.32352495193,6.50833415985,6.18740320206
2,4.46774768829,5.08635044098,5.11347866058,5.32324552536,4.7211356163
6,6.91719579697,6.71949720383,6.51604223251,7.19060707092,6.6099357605
6,5.3505320549,5.4720492363,5.34737634659,5.22508907318,5.50217866898
6,5.50229358673,5.8564324379,5.81382036209,6.14677143097,6.01004981995
8,6.13411426544,6.15597105026,6.37068510056,7.66802501678,6.32056617737
2,3.62826871872,3.69072628021,3.77816987038,3.86241865158,3.79711413383
6,4.9659910202,5.06885910034,4.86041212082,5.7156085968,4.8481502533
4,3.61732935905,3.72242617607,3.72240972519,4.50338840485,3.91719222069
8,6.61069774628,6.45469093323,6.35069513321,7.7042798996,6.79047679901
2,3.91504693031,4.46881151199,4.72796106339,2.50383663177,4.8893494606
4,3.54135608673,3.81354475021,4.06225299835,5.01044416428,4.25855350494
7,4.5960559845,4.7186756134,4.62822818756,4.82647037506,4.74611663818
8,7.39346408844,7.56789493561,7.18310928345,8.20904064178,7.23975801468
8,7.85713672638,7.71831130981,7.77485752106,8.02771568298,7.81169843674
4,3.46153903008,3.79459428787,3.66968417168,2.85910987854,3.45043945312
8,8.04109573364,7.94303035736,7.85261154175,7.98627901077,7.8529624939
8,6.81623077393,6.75169324875,6.4997086525,7.91157674789,6.78854703903
6,5.69816923141,5.74587678909,5.6845035553,6.3789935112,5.62919378281
6,5.89988517761,5.779484272,5.73305702209,5.50333929062,5.46078586578
6,6.91335439682,6.84892892838,6.8401556015,6.88558530807,6.84159708023
1,4.09212017059,4.33133029938,4.27994632721,4.56118679047,4.20293474197
6,4.92147397995,4.98894834518,4.98516368866,5.71913909912,4.81030321121
6,3.17210674286,3.1339943409,3.66300010681,4.93181753159,3.60018730164
8,6.98794174194,6.9324593544,6.87523412704,7.81337833405,7.02694559097
5,4.89902734756,4.95768785477,4.92414426804,4.76911401749,4.90907335281
8,6.6671833992,6.78379774094,6.83483982086,6.63402605057,6.7839384079
8,7.69397306442,7.64665174484,7.56822872162,8.01711368561,7.62942075729
8,7.57977342606,7.51740217209,7.41775274277,7.87290143967,7.46320056915
5,3.98957395554,4.14320468903,4.05427837372,4.27410459518,4.2256231308
8,7.33795118332,7.38698148727,7.42454481125,7.84610414505,7.49097537994
8,5.67320394516,6.09868907928,6.00545024872,6.4472360611,5.48276901245
6,3.43672299385,3.74507427216,3.96249485016,2.85308408737,3.80082368851
6,6.29392957687,6.00721263885,6.14909410477,5.79975605011,6.24248504639
6,3.172996521,3.56271147728,3.49177408218,3.92418146133,3.54581928253
8,6.43716144562,6.55200910568,6.55826759338,7.66684675217,6.67411279678
4,5.96455574036,5.99556732178,6.08338975906,5.223965168,6.14307880402
8,6.48298501968,6.66870069504,6.40010595322,7.83669137955,6.59338331223
8,6.94944667816,6.95532178879,6.84163141251,7.14958763123,6.95522069931
1,3.26458287239,3.16605710983,3.31832003593,4.27800655365,3.69526410103
8,7.49718618393,7.41666412354,7.36186218262,7.91558933258,7.52637815475
2,4.37016820908,4.0307970047,3.86363005638,3.33243775368,3.80861210823
5,4.81404209137,4.89273929596,4.77073764801,4.48131370544,4.79612493515
6,5.05940532684,4.96952867508,4.74948692322,4.53670167923,4.86112833023
8,7.68271493912,7.65187835693,7.73345565796,8.08616161346,7.69833183289
2,2.63240408897,2.87186098099,2.56697559357,2.1096367836,2.69229960442
6,4.64263772964,4.64521121979,4.6570019722,5.08205413818,4.65584850311
8,7.2237033844,7.32387065887,7.37346935272,7.93610620499,7.33277654648
8,6.62125444412,6.47068977356,6.85031938553,7.21655607224,6.7009305954
8,6.92971467972,7.16200828552,7.27540969849,7.8801317215,7.34572172165
6,3.6317718029,3.70704507828,3.53304672241,4.22607803345,3.78380393982
8,6.63407897949,6.62581348419,6.59454774857,7.33503103256,6.60017156601
6,6.26006698608,6.2555141449,6.3474316597,6.02430057526,6.48830509186
6,4.35756969452,4.7198882103,4.5334687233,6.77881097794,5.42805528641
8,7.8722743988,7.86054611206,7.87118196487,8.02995109558,7.82960033417
4,3.29524803162,2.98016214371,2.97833824158,3.80217838287,2.9712460041
1,2.18799877167,2.2423119545,1.64435434341,1.0310587883,1.30578899384
5,4.35496139526,4.21356773376,4.33105945587,4.97046995163,4.44677257538
1,2.81924366951,3.7548520565,3.46371674538,3.10273623466,2.80587029457
6,6.29828214645,6.3691868782,6.40307474136,6.39198637009,6.42035531998
8,6.51844501495,6.48730897903,6.50394010544,7.28494358063,6.52592229843
8,7.73535966873,7.70520782471,7.73030281067,7.97979831696,7.62405157089
7,6.04628658295,5.80934762955,5.67704772949,6.45146608353,5.74878263474
2,4.88164281845,4.67021989822,4.65867471695,5.13424158096,4.6426615715
5,4.83126783371,4.7261505127,4.82669448853,4.96784353256,4.87822055817
8,5.11133813858,5.10046100616,4.72214412689,7.36148881912,4.53271484375
6,6.3106470108,6.5714097023,6.34066009521,6.63648939133,6.3424654007
1,2.88892483711,2.59745764732,2.76846647263,2.74758720398,3.51591086388
8,7.72980737686,7.6424665451,7.52059412003,7.87396240234,7.54181623459
2,3.70724153519,3.61148095131,3.61452317238,2.04076433182,3.70461440086
8,7.5450387001,7.60143899918,7.61996841431,7.9921708107,7.65406560898
8,6.45430469513,6.37907218933,6.35791921616,6.64284276962,6.28864955902
6,6.30168771744,6.32691335678,6.33466100693,7.16629505157,6.38073635101
7,5.97781705856,6.00411653519,6.12847471237,7.01690244675,6.10361337662
8,6.92360448837,6.98136568069,7.07969522476,7.56409263611,6.88531017303
6,5.58139514923,5.69842195511,5.60131883621,5.88830137253,5.7577457428
8,6.85402584076,6.49276256561,6.53895711899,7.45862579346,6.0456237793
5,0.806381464005,0.890686750412,0.866261124611,1.84236907959,0.695903360844
8,7.52816915512,7.71208333969,7.74117279053,7.99059104919,7.7713227272
7,5.95407390594,5.94877958298,5.99054050446,6.61501598358,5.9483757019
6,3.68906927109,3.48185610771,3.27611351013,4.10873413086,3.51997041702
8,7.34369897842,7.35434770584,7.37276887894,7.72424316406,7.25452184677
7,6.04477071762,6.0311293602,5.85322475433,6.10285949707,6.03706502914
8,7.3540763855,7.23749399185,7.23763608932,7.88584804535,7.15099239349
6,5.94191217422,6.00967264175,6.17541456223,5.7372045517,5.33219814301
8,7.42074489594,7.44323682785,7.34355163574,7.81260728836,7.46146345139
7,4.99624013901,4.88930988312,4.99542856216,6.08059358597,5.33521413803
7,6.17273283005,5.86602735519,5.8160533905,6.2828130722,5.88536691666
7,4.32912397385,4.53343963623,4.54210472107,6.22182655334,4.662109375
4,3.41597223282,3.5962100029,3.59566855431,4.75336742401,3.77301239967
8,5.85341691971,5.68928766251,5.80692481995,6.8886384964,5.62968444824
8,6.74782371521,6.71394920349,6.6650891304,7.33240747452,6.59532594681
8,5.83428239822,5.84929561615,5.68619298935,7.00328683853,5.85735225677
5,4.77120923996,4.76370716095,4.74229001999,4.37016105652,4.79937791824
3,1.34046721458,1.35364294052,1.45128631592,1.84342861176,1.47332835197
8,7.61828613281,7.77432775497,7.68777799606,8.00843048096,7.84852170944
5,5.27463817596,5.2671289444,5.12708711624,5.87305545807,5.13828468323
7,5.96917390823,5.81020021439,5.63996458054,5.70054864883,5.67197465897
2,2.18180966377,2.35169625282,2.36694860458,1.67303562164,2.58319377899
8,7.49303483963,7.25862407684,7.31111526489,7.87343740463,7.13421773911
8,6.99677801132,7.07054853439,7.00155305862,7.80357456207,7.20945215225
3,3.21744394302,3.23876023293,3.25616025925,4.08495283127,3.3800880909
1,3.73946237564,3.80541968346,3.77714824677,2.46454429626,3.87721204758
8,6.03626060486,6.22463274002,5.97472572327,7.20484495163,6.00722789764
8,7.53290176392,7.48268079758,7.48914527893,8.04935741425,7.46603727341
8,7.06588029861,7.05288934708,7.16221666336,7.17375659943,7.0613360405
8,6.8486289978,7.05018854141,7.25412797928,7.52596950531,6.96713256836
8,7.33877038956,7.43036985397,7.28564023972,8.00748920441,6.98259401321
8,7.60406923294,7.65323829651,7.67770385742,8.05990505219,7.41081666946
8,7.04967069626,7.12356376648,7.27051877975,6.9682431221,7.03861141205
1,0.421430557966,-0.0288490653038,-0.379616737366,-0.311845302582,0.134184509516
6,3.25393676758,3.02577710152,3.15667009354,3.82460141182,3.10416555405
8,5.52971076965,5.53016710281,5.69760036469,7.42948484421,5.57663536072
7,5.86726951599,5.88310050964,5.80105018616,6.45434141159,5.81935977936
8,7.44461870193,7.37940359116,7.35926437378,7.85123586655,7.31100559235
8,6.58767652512,6.52327680588,6.60056781769,6.43696975708,6.44155168533
8,7.49645328522,7.46985054016,7.44354486465,7.69776630402,7.51584291458
2,2.91948461533,2.85635399818,2.91907429695,2.59611368179,3.08839845657
8,6.84044504166,6.8398938179,6.72834968567,6.45387935638,6.66355800629
8,7.40349340439,7.37935495377,7.26683664322,7.81511211395,7.13378429413
8,7.14968156815,7.21003341675,7.15286684036,7.81234931946,7.23371219635
8,7.51048088074,7.54944658279,7.53330516815,7.92423820496,7.57697296143
6,5.61101484299,5.47675275803,5.44168186188,6.17548942566,5.38328123093
7,6.83188819885,6.73055458069,6.70701742172,6.36049127579,6.30318403244
6,5.69725942612,5.73650932312,5.67892408371,5.78894853592,5.65760421753
2,4.19657897949,3.44676589966,3.32821440697,1.95971632004,3.58752965927
2,1.62491047382,1.53048074245,1.43155765533,1.48329305649,1.70514893532
8,7.8056883812,7.77910327911,7.80092954636,7.97886276245,7.78484535217
2,3.35599565506,3.64048647881,3.55648398399,1.86755275726,3.34007072449
7,4.11732578278,4.19926738739,4.17094993591,4.23703098297,4.17830467224
7,5.68722248077,5.66825199127,5.62096881866,6.17004728317,5.66275596619
7,5.15791559219,5.02600193024,5.21696901321,5.49865865707,5.10912895203
8,6.19698190689,6.20644235611,6.1505150795,7.79195737839,6.78585338593
6,5.84909296036,6.01965475082,5.81565904617,5.32131767273,5.93257284164
8,5.42592096329,5.52118396759,5.66037893295,6.5416264534,5.26777696609
1,4.45492649078,4.37656784058,4.53121471405,5.18485450745,4.08414459229
8,6.06340026855,6.06399393082,6.12054872513,6.54879808426,6.23924303055
6,5.169880867,5.71873378754,5.84586811066,6.44087409973,6.20783853531
8,7.25522518158,7.2150888443,6.99004793167,7.50871181488,6.91098165512
8,7.13133907318,7.00882148743,7.00726985931,7.49244737625,7.00983905792
8,6.67236566544,6.57310438156,6.58495664597,7.41334819794,6.65823316574
8,7.1056895256,7.20723628998,7.18348550797,7.72285509109,7.29479646683
6,4.48583221436,4.50625181198,4.48428440094,5.14029216766,4.50311470032
2,2.58763766289,2.60146284103,2.83230924606,1.79801607132,2.33966994286
2,3.73251843452,3.96970009804,3.70467782021,2.124106884,3.79953956604
7,5.43208885193,5.83845806122,5.88571453094,5.56163311005,5.70886993408
8,7.92155647278,7.82761573792,7.89399242401,8.03889846802,7.64076948166
8,7.09642505646,6.370844841,6.53133010864,7.02064847946,6.11422300339
8,7.24900484085,7.23453903198,7.23555469513,7.98366785049,7.13958883286
6,6.12077045441,6.1094417572,5.98763084412,6.38631057739,6.24530410767
5,1.6518124342,1.95334219933,1.96337080002,1.70872592926,1.90532803535
6,5.28584814072,5.3073887825,5.25550794601,5.64832687378,5.32849884033
6,3.08757305145,2.99761199951,3.06361651421,3.06550312042,2.85506701469
1,4.19797515869,4.52931785583,4.08145999908,3.11396145821,3.97839522362
6,4.08298492432,4.24560546875,4.72514438629,5.36427021027,4.68151044846
7,4.60793018341,5.13677024841,5.18850040436,5.97053813934,5.05086374283
6,5.88655138016,5.85107183456,5.92731618881,6.08486175537,5.65074634552
6,5.80672502518,6.00208568573,6.20758485794,5.72591400146,6.10155057907
7,4.9008603096,4.96126270294,4.92194700241,5.26212263107,4.86985111237
7,5.44242715836,5.18833827972,4.97494792938,6.00303840637,5.21943569183
7,6.40556430817,6.42274618149,6.51237154007,7.33597660065,6.56911611557
6,4.8340086937,4.85469579697,4.58980512619,4.79239654541,4.82607412338
8,7.74360370636,7.61103868484,7.58547925949,7.91425466537,7.4385342598
5,4.94857740402,4.97254419327,4.93640947342,5.38125514984,5.07215309143
8,6.78460264206,6.79394769669,6.72884559631,7.34635925293,6.76633691788
8,5.09574222565,5.06664896011,5.10520935059,7.49913549423,5.25174713135
1,1.80032002926,2.1805434227,1.35764932632,1.38078260422,1.88675296307
8,6.61837291718,6.82096576691,6.75995588303,7.21255493164,6.82729911804
8,6.521235466,6.59248447418,6.6761932373,7.64589309692,6.8589630127
4,3.34724402428,3.38639807701,3.3739233017,3.95419406891,3.33693909645
8,7.24124002457,7.07910680771,6.99682188034,7.4324798584,6.95918416977
8,6.93494606018,6.89420557022,6.81508302689,7.47038650513,6.59136486053
8,6.14508914948,6.0653629303,6.10218477249,6.76177167892,6.23678970337
5,1.55736243725,1.64260196686,1.53069221973,1.38469266891,1.67840206623
8,7.09640026093,6.94165945053,6.88371706009,7.6041560173,6.73838043213
2,2.60018014908,2.60774064064,2.61625385284,2.45227813721,2.93554806709
7,5.87598323822,5.80368947983,5.81772041321,6.74579524994,5.78111171722
6,4.86029148102,4.68359470367,4.63232660294,4.71469783783,4.24039363861
5,3.55550932884,3.62693762779,3.56459760666,3.80482721329,4.02019357681
8,8.08762550354,7.96918296814,7.9890961647,8.0535364151,7.96112442017
8,6.40564155579,6.49479007721,6.42766237259,7.36164426804,6.50319814682
6,6.64452457428,6.67003297806,6.72635507584,6.86514902115,6.71101427078
8,7.1526517868,7.20010995865,6.97211647034,7.46433544159,7.00718212128
7,5.53432416916,5.51001834869,5.68710231781,5.68756961823,5.59545087814
1,4.20267963409,3.94570159912,3.88847517967,4.31999254227,4.01997375488
8,5.33045339584,5.2398815155,5.57878637314,6.50922632217,5.68980693817
7,4.88398361206,4.89458703995,4.77301168442,5.32689285278,4.87720060349
