LogisticRegression,XgBoostRegLin,XgBoostRegLin_Depth8,XgBoostRegLin_Depth7
1,5.42292165756,5.367166996,5.57456541061
7,4.38017177582,4.38746881485,4.55670642853
4,3.19518208504,3.36800789833,3.2844440937
6,4.5207362175,4.51432466507,4.57391166687
1,3.3378431797,3.33000612259,3.5584871769
6,5.09669399261,5.16199684143,5.16609048843
4,3.29844284058,3.40643334389,3.54947519302
8,6.4244966507,6.54772663116,6.64606523514
8,6.81628751755,6.88446998596,6.81300926208
8,7.33487892151,7.23913002014,7.20215654373
2,4.40393066406,4.45984601974,4.27768516541
6,5.85790920258,5.93290233612,5.84769201279
8,7.08673238754,7.07602357864,7.06095504761
8,7.31122159958,7.27658748627,7.314037323
6,6.6342997551,6.63694858551,6.67186164856
8,6.05112171173,6.1087436676,6.14659643173
5,3.48676466942,3.42985534668,3.47991609573
8,6.27545452118,6.34685850143,6.36686325073
8,6.75430583954,6.68199396133,6.67231941223
8,6.70092391968,6.72280550003,6.54001808167
4,4.42024993896,4.15053462982,4.01452922821
6,6.21183729172,6.24232006073,6.33930110931
8,6.81534719467,6.70334434509,6.56474208832
8,7.09123659134,7.24046230316,7.11214637756
8,7.12714958191,7.20288515091,7.28105258942
4,2.27610635757,2.26331710815,2.41337013245
8,7.78390073776,7.69209527969,7.74982404709
8,6.39861440659,6.76617908478,6.63412046432
8,5.89275836945,5.88857364655,5.91829776764
8,7.11289453506,7.02749681473,7.00910663605
1,3.4902586937,2.81589984894,3.06711864471
1,2.8901181221,3.11034321785,3.16901922226
8,7.02808094025,6.97376394272,6.94828128815
8,5.73755168915,5.74810171127,5.90445375443
8,6.22812223434,6.00941467285,6.1697010994
8,8.04858493805,7.5614233017,7.69695615768
7,6.12913417816,6.14025974274,6.23057126999
8,6.13171863556,6.34108304977,6.43932914734
7,6.03559541702,6.19207859039,6.37780570984
8,6.79787635803,6.85630559921,6.82538414001
8,7.01240491867,6.98790740967,6.7453455925
2,2.0817322731,2.46850252151,2.11246418953
6,4.84480476379,5.09340620041,5.08017110825
1,2.4990606308,1.9677489996,1.9108594656
7,4.91625452042,5.09798002243,5.07725572586
8,6.27166700363,6.01659870148,6.03619480133
6,6.1903834343,6.22377157211,6.23017311096
6,5.51894569397,5.67443227768,5.70308589935
5,4.24345254898,4.11995077133,4.24182128906
8,6.89892673492,6.80829429626,6.76860046387
8,6.47683477402,6.53595256805,6.50745296478
8,7.1056804657,6.8643989563,6.67140293121
8,7.51946687698,7.38840341568,7.34888410568
5,4.81029844284,4.73289299011,4.75170993805
6,4.62819337845,4.32466030121,4.56029129028
7,4.85960674286,4.98746490479,5.04974937439
8,7.69325256348,7.52501773834,7.46298789978
6,6.58616161346,6.49768352509,6.4862909317
8,6.50337696075,6.64641714096,6.4189825058
8,6.21883058548,6.25163412094,5.90166902542
8,6.23850488663,6.56022882462,6.5089635849
7,6.43157148361,6.43090438843,6.48145771027
8,7.4552936554,7.41981887817,7.48169851303
8,7.04245233536,7.71241855621,7.1092915535
4,3.30307459831,3.33347535133,3.38965964317
8,7.53605270386,7.48164272308,7.44631147385
6,2.37146425247,2.28002262115,2.21186637878
8,7.56557941437,7.83984947205,7.81712913513
8,7.48801708221,7.39364385605,7.42608499527
6,4.0031709671,4.09523773193,4.2904624939
7,5.82501363754,5.78815984726,5.89540910721
8,7.52326965332,7.48420476913,7.50413894653
8,7.0417842865,7.10430860519,7.00772666931
5,0.748609542847,1.69392049313,1.48119473457
6,6.83078765869,6.68774557114,6.74892473221
8,7.59537887573,7.49688720703,7.49744224548
8,6.6445069313,6.56459140778,6.437312603
5,4.20108509064,4.27602386475,4.29868125916
6,5.68994522095,5.83576965332,5.8572010994
8,7.58237457275,7.6218495369,7.23405838013
8,5.39901542664,5.44072294235,5.42750501633
8,6.51540613174,6.42401790619,6.45560312271
8,5.67387914658,6.08038330078,6.16409254074
7,4.50409412384,4.61077165604,4.6539144516
8,7.11299610138,7.05588531494,6.93759536743
8,7.29917669296,7.25498867035,7.23213672638
8,7.39578056335,6.97169160843,6.81688451767
8,7.10786342621,7.16361856461,7.12454223633
6,3.94382071495,3.60458111763,3.67767000198
5,4.88288640976,4.8017244339,4.83324766159
6,5.94459915161,5.87830638885,5.85174274445
8,7.64620447159,7.54784345627,7.4803109169
2,3.73537945747,4.01763153076,4.04294872284
7,4.89386367798,5.0505862236,5.08942937851
5,4.52117013931,4.56928730011,4.61204719543
8,6.14666986465,6.0795955658,6.06463575363
8,6.67114830017,6.46986293793,6.37277030945
6,6.45381546021,6.2890920639,6.27198410034
7,4.63479566574,4.54721879959,4.66923046112
8,7.32573652267,7.81777572632,7.80287504196
6,6.70551347733,6.6804728508,6.60640382767
8,7.59211158752,7.516705513,7.52134895325
8,6.45604372025,6.29833698273,6.33025979996
2,4.46334648132,4.57000780106,4.50881481171
8,7.55403614044,7.52871322632,7.47653007507
6,5.73617172241,5.59527873993,5.6225733757
1,3.57767701149,4.26012229919,3.94978070259
8,6.16552019119,6.99490356445,6.82553291321
1,4.43525886536,4.16610383987,4.08395671844
8,6.96633958817,6.90553712845,6.93957567215
2,3.3015973568,2.94890522957,3.41441607475
8,5.57233047485,5.52040719986,5.50414991379
1,2.74304270744,3.29340600967,3.28910064697
8,7.14646100998,6.99600982666,7.01012229919
8,6.51389074326,6.41574430466,6.26324701309
8,6.85424757004,6.6193819046,6.63740825653
4,3.80856513977,4.31197452545,4.20338630676
8,6.5183224678,6.50809383392,6.47811460495
6,6.44389200211,6.47268676758,6.40616083145
2,3.6256210804,3.12068796158,3.43716549873
6,5.85017824173,5.75004911423,5.59726428986
8,5.78777217865,5.71548128128,5.55974626541
8,5.84820318222,5.57961606979,5.7427945137
8,6.97022724152,6.97632884979,6.92777919769
1,2.95021510124,3.0817527771,3.20991611481
1,4.27773284912,4.83783531189,5.12027597427
2,5.6509680748,5.56059217453,5.45159339905
7,5.75826978683,6.14945459366,6.21118450165
7,5.92061567307,5.93695068359,5.99897289276
8,6.65506029129,6.58365917206,6.64678621292
1,1.32593655586,2.11285400391,1.8997490406
1,4.11601257324,4.30328464508,4.07819509506
2,3.94502711296,3.91240382195,3.91719603539
5,4.61964416504,4.51604652405,4.62106084824
8,6.21633625031,6.27454090118,6.28153276443
6,5.05759382248,5.27282810211,5.13707256317
8,6.56583166122,6.4133849144,6.46310949326
5,3.99983716011,4.34760570526,4.46580600739
1,2.35012865067,2.64241743088,2.82242131233
8,7.82990837097,7.68673944473,7.76597452164
7,3.71712088585,3.96030163765,4.10871124268
6,5.62332963943,5.87048816681,5.84611415863
8,7.47099876404,7.67832279205,7.55765533447
8,7.61522674561,7.58515262604,7.57059431076
7,4.27639293671,4.41397762299,4.47201824188
8,6.46364688873,6.51090812683,6.64128637314
7,5.33839273453,5.18888521194,4.85837745667
7,5.82972240448,5.63975858688,5.94714450836
5,3.20712280273,3.10163021088,2.82020998001
5,2.44076228142,2.89853310585,2.62399721146
6,5.51265335083,5.77315664291,5.87685441971
7,4.50979375839,5.17238473892,4.78440666199
2,2.43301677704,2.50804805756,2.49072170258
8,7.22895765305,7.19506788254,7.04117822647
8,6.93650722504,7.20774030685,7.16387653351
8,7.72372627258,7.72444248199,7.75030469894
7,4.35862636566,4.71882772446,4.81055307388
7,4.64066171646,4.5866112709,4.65019226074
8,6.5429444313,6.15050840378,6.09259986877
6,5.74411249161,5.95154571533,5.88561582565
6,4.87803077698,4.9587430954,5.22341632843
8,7.60548448563,7.67504644394,7.69168710709
8,7.42865896225,7.38392305374,7.34840202332
8,6.16871643066,6.29343080521,6.33187532425
8,7.63181638718,7.31089878082,7.22961473465
4,3.68865680695,3.52211332321,3.56813216209
1,3.02158856392,2.98089075089,3.08016300201
8,7.59312534332,7.62209939957,7.52304887772
4,4.26187038422,4.21762084961,4.1558971405
6,5.54616785049,5.59910583496,5.57650995255
6,6.1114783287,5.93963670731,5.90037870407
8,6.49919462204,6.37708616257,6.21671772003
8,5.95226383209,6.30748510361,6.15859127045
2,1.82737779617,1.40297484398,1.61874604225
2,2.81943058968,3.12043690681,3.34838271141
8,6.02515602112,5.72783565521,5.81610059738
2,3.40337514877,3.54710125923,3.36586713791
6,3.96753668785,3.45249795914,3.48331022263
7,6.29185056686,6.4834394455,6.31030607224
5,4.00521373749,4.248046875,4.24785757065
8,6.45194244385,6.56551933289,6.48143672943
8,5.47730255127,5.62981510162,5.75122833252
8,6.65035867691,6.62579584122,6.6212477684
8,7.66235256195,7.60044765472,7.62501144409
5,2.05326914787,2.12358522415,2.25163435936
2,2.02962350845,2.07406520844,2.34369659424
8,5.51673126221,5.54096698761,5.55485439301
8,7.72114562988,7.83025074005,7.79690599442
8,7.26775598526,7.21061563492,7.22082233429
8,6.40233755112,6.34447908401,6.15620183945
1,4.87351083755,5.34582853317,5.50945043564
7,4.97811460495,4.94518375397,4.91319656372
8,7.02589797974,6.97988796234,6.96200275421
3,3.07864427567,2.66303682327,2.9806022644
1,1.91969609261,1.77958452702,1.91275906563
7,6.05140638351,5.90839242935,5.88971996307
8,5.92341041565,5.88631629944,5.9354839325
6,2.51244187355,2.71389913559,2.922290802
7,5.29235744476,5.43730068207,5.45373821259
8,6.670399189,6.94668006897,6.94250202179
8,6.40143871307,6.27045059204,6.26991081238
1,1.01193499565,0.956441700459,0.855321884155
7,3.75281715393,3.63741016388,3.53747296333
5,5.33930110931,5.22774219513,5.19724416733
6,3.88109874725,4.04048728943,3.71862339973
8,6.80449008942,6.80671787262,6.85572910309
8,5.49630641937,5.56485414505,5.94546747208
8,7.40752649307,7.3789896965,7.33128643036
7,5.60040283203,5.6353521347,5.72824716568
8,7.54538679123,7.49495124817,7.49503612518
8,7.94128274918,7.91740703583,7.96184539795
8,6.47029972076,6.20729923248,6.56879281998
6,5.95721483231,5.86966180801,5.8383731842
7,6.63738155365,6.3523850441,6.24095153809
8,7.58910179138,7.6961607933,7.62731075287
8,6.61465883255,6.67943048477,6.62246656418
5,4.42014598846,4.82627487183,4.78224563599
8,7.19353675842,7.18120908737,7.1683754921
8,7.30840921402,7.28839540482,7.28625440598
7,5.30854606628,5.51723194122,5.27067375183
8,6.3004565239,6.38642597198,6.35680532455
8,7.58450031281,7.52634525299,7.49321317673
8,7.77662944794,7.59751033783,7.57295227051
7,4.34839057922,4.53996896744,4.45676374435
6,6.35065317154,6.35016536713,6.21468353271
8,6.76039218903,6.43055820465,6.54475784302
8,5.89148139954,5.81022119522,6.15585899353
4,2.9234290123,3.33619809151,3.25478744507
7,4.9394698143,4.90639019012,4.84789562225
6,5.60282707214,5.45195674896,5.50723981857
6,6.40062236786,6.39868783951,6.4990401268
2,3.4452123642,3.9194893837,3.86388492584
2,4.44556522369,4.27665805817,4.18957519531
8,6.60607671738,6.6248497963,6.72073936462
8,7.27513790131,7.21952486038,7.22634887695
1,2.64557528496,1.93644571304,2.60458707809
8,6.48156356812,6.64716720581,6.37272930145
6,5.1897687912,5.19752979279,5.19526576996
7,6.34050273895,6.35286808014,6.14492273331
7,3.23073291779,3.81662774086,4.46768331528
8,5.38065099716,5.3882393837,5.31795692444
6,6.04829931259,6.05130672455,5.98115777969
8,7.17696905136,7.16046857834,7.06675434113
1,0.850586891174,0.561625421047,0.236250013113
8,6.53636598587,6.47091197968,6.56852197647
2,4.18868589401,4.38813877106,4.69582223892
4,2.38126325607,2.17268705368,2.12636995316
4,3.28599476814,3.14259624481,3.0146753788
5,4.77222490311,5.03269147873,5.10146856308
6,5.00022363663,4.65741300583,4.81376028061
8,7.46274757385,7.30406475067,7.384100914
3,3.35549139977,3.34337902069,3.30698132515
8,6.60367488861,6.53961706161,6.59750270844
6,4.98130130768,5.31103467941,5.12520599365
1,1.27234125137,1.42146921158,1.30618369579
8,7.63292789459,7.64953804016,7.59787654877
6,5.8170003891,5.52580595016,5.6342215538
5,4.74096632004,4.74713802338,4.83482122421
1,2.84634280205,2.94647717476,2.82588338852
8,4.79025411606,5.19725942612,5.24561309814
7,5.82377195358,5.81005430222,5.79822063446
6,5.14417791367,5.30379772186,5.42305421829
5,5.04138994217,4.93769931793,4.99943065643
8,6.82036113739,6.83255243301,6.81725788116
8,7.63145542145,7.55431461334,7.55013561249
8,6.92578458786,7.06386184692,7.01466035843
7,6.25893878937,6.22277545929,6.13961362839
6,5.37191200256,5.27825450897,4.92077732086
3,0.760727822781,0.95376175642,0.999581038952
8,7.91539478302,7.82910013199,7.98483419418
8,7.48848295212,7.47392511368,7.50055074692
2,1.76663303375,2.00214099884,2.08122873306
8,7.2977938652,7.46532392502,7.38184022903
1,2.2577419281,2.02210044861,1.94604086876
2,2.80198311806,2.6116104126,2.79364323616
6,6.46772670746,6.4320898056,6.23723220825
2,2.53053069115,2.48024344444,2.33228993416
6,4.93439340591,5.1180524826,5.1246380806
2,2.70063233376,2.35225200653,2.58816409111
8,6.29728555679,6.38938617706,6.39363622665
8,7.1618885994,7.07188081741,6.99229574203
7,5.0015668869,5.26469278336,5.38039731979
8,6.90496492386,6.87132453918,6.8624382019
1,5.2789144516,5.25747394562,5.17984008789
7,5.82196617126,6.08782911301,6.01373386383
1,2.75767064095,3.21991968155,2.86496305466
8,6.39784479141,6.10761737823,6.32443618774
2,4.3342924118,4.12309408188,3.90256690979
8,6.61045312881,6.81109571457,6.83321762085
8,7.24137878418,7.33154964447,7.28100538254
8,7.13183116913,7.26945781708,7.23742198944
6,5.68556976318,5.69981431961,5.70296144485
1,-0.418539881706,-0.739116430283,-1.00780856609
8,7.01607990265,7.02865028381,6.87273073196
7,6.00519752502,5.83406209946,5.83339929581
8,7.17528343201,7.00222206116,7.05297851562
7,5.93031263351,6.08012390137,5.97227478027
6,5.63610172272,5.89559698105,5.93666267395
8,5.94368696213,5.87321329117,5.7570772171
8,7.64555883408,7.62869262695,7.52691316605
8,6.81831932068,6.43019294739,6.28344678879
8,6.76458024979,6.41566991806,6.572016716
8,7.55705165863,7.41641807556,7.47006797791
8,7.54359292984,7.57244968414,7.4346909523
8,6.83145523071,6.93225193024,6.94147586823
7,3.68867707253,3.5378742218,3.47775888443
7,5.23349237442,5.39452219009,5.44373655319
8,5.89700984955,6.04654502869,5.7293176651
8,6.61382675171,6.45142316818,6.55435180664
8,6.17326164246,6.18811178207,6.21569156647
6,5.16589736938,5.27791500092,5.3209939003
8,7.47712278366,7.09908056259,7.05445575714
7,5.19650316238,5.27868080139,5.5197687149
7,5.89227485657,5.92882585526,5.89883184433
8,7.46253395081,7.25033664703,7.31127309799
4,3.37615633011,3.4625415802,3.41099572182
1,0.387062013149,0.704951286316,0.606910645962
6,2.7898581028,3.10600614548,3.19069862366
8,7.16757440567,7.07136631012,6.89349937439
8,7.73219251633,7.6759018898,7.66422748566
8,7.07293605804,7.08138799667,7.26878595352
8,6.92267036438,7.17440509796,7.08059167862
6,3.89764261246,4.21124410629,4.0723323822
8,6.94152879715,6.81400108337,6.80246973038
8,7.36713838577,7.58765268326,7.61909580231
8,7.41906261444,7.33580207825,7.27956628799
8,6.96506643295,7.00057220459,6.7229552269
8,7.76473665237,7.79229021072,7.78092241287
8,7.14744281769,6.90172195435,6.87596702576
2,1.75688314438,1.72549331188,1.76879322529
8,5.91563177109,5.96010446548,5.90809726715
8,7.51559495926,7.55019664764,7.59973430634
1,1.87558674812,2.2882232666,1.80301117897
6,1.20508790016,1.09533619881,1.11940550804
7,5.70027732849,5.50503158569,5.50643253326
8,6.37188768387,6.54003715515,6.66638040543
8,7.18268728256,7.11336565018,7.09302616119
8,7.76543092728,7.73237133026,7.72526311874
7,4.25749063492,4.37133789062,4.4197177887
8,7.50969171524,7.44477987289,7.5500202179
6,5.16400575638,5.57871198654,5.73694562912
5,2.78358197212,2.64482235909,2.73336029053
8,6.67992401123,6.77733755112,6.77178668976
6,5.03520059586,5.314661026,5.23668146133
8,6.52529764175,6.22008180618,6.27254009247
7,6.24022245407,6.07211303711,6.28105640411
8,5.9581990242,5.98234891891,5.93384885788
8,6.80267953873,6.44935035706,6.43001270294
6,6.38993120193,6.75965929031,6.5389881134
8,6.46211099625,6.51737737656,6.53639888763
6,4.66554260254,4.65101623535,4.85802602768
8,7.01938009262,7.08042812347,7.05663490295
8,7.70934009552,7.67712259293,7.51446247101
8,7.7031712532,7.78135061264,7.69661283493
8,7.03448295593,7.02796411514,7.2228679657
8,7.14157629013,7.10542869568,7.03892469406
6,4.46124219894,4.41580581665,4.40039539337
6,5.7105922699,5.78308200836,6.03473043442
2,2.43750357628,2.77659654617,2.43664932251
7,6.11299085617,6.04784870148,5.99637508392
6,6.44385671616,6.53086137772,6.46863651276
8,7.15293121338,7.15875911713,7.15741491318
1,4.05891180038,4.49148225784,4.23335838318
8,5.93829536438,6.56462621689,6.59642314911
6,4.50999498367,4.71914815903,4.64855289459
2,4.42414426804,4.57885742188,4.57052898407
2,3.26629304886,3.72657251358,3.4653635025
8,6.77131700516,6.72706747055,6.57168197632
8,5.5525302887,5.37425661087,5.69758701324
6,5.05764245987,5.08577013016,4.94652509689
1,2.66030073166,2.77216815948,3.00146865845
8,7.07378149033,7.0357875824,7.01021623611
8,5.43307065964,5.18047904968,5.14097929001
2,3.24004721642,3.82179713249,3.89143395424
8,6.63668727875,6.76039552689,6.97254276276
1,4.56921052933,4.32177257538,4.43438434601
8,7.70671701431,7.64723014832,7.61560583115
2,6.35542631149,5.90792036057,5.77008867264
1,5.14407157898,4.83529186249,4.9406414032
8,7.42358589172,7.37202167511,7.15430927277
8,7.30960798264,7.04985809326,7.07320165634
8,7.69942855835,7.73170757294,7.69175577164
8,7.14404201508,6.97276496887,7.20974206924
8,7.33743858337,7.28846979141,7.37179517746
2,1.88692104816,2.23412513733,2.39502048492
8,7.55778360367,7.45709896088,7.43994045258
7,5.87263631821,5.7646021843,5.77182006836
5,5.41184949875,5.47421503067,5.47205018997
8,5.78586435318,5.97880601883,5.82086467743
6,5.7624206543,5.53984022141,5.61684370041
8,6.66609573364,6.65913629532,6.5609087944
8,5.27379989624,5.5549864769,5.47168207169
6,5.56469488144,5.61025714874,5.48801374435
8,7.13366222382,6.98605632782,7.13768959045
6,6.76552295685,6.61149358749,6.61375617981
5,4.33288431168,4.40332937241,4.5536866188
8,6.38669300079,6.35774850845,6.32653331757
7,6.65946722031,6.50742292404,6.45184087753
8,7.79854345322,7.68852186203,7.68923711777
7,4.6847243309,4.75103378296,4.53949260712
8,7.32282018661,7.15757989883,7.1957192421
6,4.76956939697,5.06035327911,5.08660793304
6,6.33481740952,6.29563045502,6.32967424393
6,6.29852342606,6.15324020386,6.15928268433
6,5.19992828369,5.28196763992,5.26603412628
4,3.43200469017,3.34169697762,3.62880349159
1,4.12637138367,3.42958927155,3.46137428284
6,3.50872254372,3.50048995018,3.41934680939
6,5.91269874573,6.03535366058,5.95555591583
8,6.34912729263,6.14495658875,6.25027799606
6,5.87506914139,5.99634313583,6.08305168152
8,7.50428295135,7.65488386154,7.52270174026
8,6.48768138885,6.56466579437,6.25391578674
8,7.85701751709,7.92076539993,7.94772052765
8,6.73983812332,6.65422296524,6.71248531342
8,7.50712394714,7.49575519562,7.44113922119
7,6.07505369186,5.94809293747,6.05498981476
5,4.98296928406,4.93403482437,4.95723438263
5,4.71983337402,4.74049377441,4.64181423187
8,7.84034490585,7.87185525894,7.74971246719
8,6.89757919312,6.80996322632,6.76373243332
1,1.86538386345,1.82774865627,1.19323444366
5,5.38979291916,5.31037139893,5.35825061798
6,6.39396238327,6.47315406799,6.40600538254
7,6.57871627808,6.39580917358,6.37320566177
7,6.79111671448,6.74787950516,6.60435581207
8,7.0583319664,7.10261201859,7.10266637802
8,5.97173833847,6.09955644608,6.1632399559
6,5.86895179749,5.98741388321,5.95479822159
8,5.75886201859,5.58143854141,5.62929534912
5,1.92537355423,1.66774857044,1.84100329876
8,6.82268476486,6.34938430786,6.69102287292
8,7.67307329178,7.66338062286,7.69401550293
3,1.99886083603,2.0229640007,2.08685016632
7,5.2948050499,5.2602763176,5.23361349106
7,5.65067243576,5.89317750931,5.83277654648
8,6.25517225266,6.00485563278,5.92712068558
6,6.12724876404,6.11735534668,5.92257833481
5,4.54330921173,4.58723783493,4.52772665024
1,1.57251894474,1.52698040009,2.25094938278
2,3.89689922333,3.48694849014,3.4666633606
4,3.16952037811,3.05940175056,3.11672306061
7,5.97448968887,5.65849256516,5.58873605728
8,7.08177089691,7.37229824066,7.30322027206
8,7.41476249695,7.44967985153,7.45494651794
8,7.64826965332,7.56823825836,7.62805747986
5,4.90299987793,4.65845012665,5.11593484879
7,3.98331975937,4.28914356232,4.26490879059
2,4.04617071152,4.77818012238,4.3864107132
