XgBoostRegLin_Depth7,Keras,XGBoost,Keras2
3.95955514908,4.38983392715,3.71715331078,4.40315628052
6.55811882019,7.17600631714,6.66730976105,7.44719982147
2.31082582474,2.0079407692,1.93277537823,1.71475028992
7.00092744827,7.77474212646,6.97191524506,7.77386569977
6.16302728653,6.21771717072,6.15683507919,6.96018409729
5.22279167175,5.00253105164,5.13947296143,5.14322948456
7.26640605927,7.78943490982,7.41011381149,7.7536945343
4.96916151047,6.37108612061,5.23509836197,6.9385304451
5.68982839584,7.17582130432,5.68815517426,7.01206016541
6.36760616302,7.75189781189,6.73776388168,7.7764081955
4.54637670517,4.84663915634,4.77489280701,4.97971630096
7.73136472702,7.81777429581,7.78047895432,7.83802700043
7.46779966354,7.75562381744,7.38272857666,7.83710479736
7.58037900925,7.84591531754,7.46757125854,7.901866436
7.95338249207,7.85893726349,7.93189525604,7.90330505371
6.92171573639,7.5092086792,6.78732681274,7.66840076447
5.13698625565,5.18378210068,4.9376745224,4.17832946777
7.242395401,7.78282356262,7.28928899765,7.92418956757
6.51983976364,6.50326871872,6.55116319656,6.47277641296
6.73384618759,7.02322673798,6.7491607666,7.4451584816
7.80517959595,7.8506321907,7.84683990479,7.91472244263
5.59222793579,6.32184553146,5.80576133728,6.50940656662
7.52679920197,7.77321624756,7.4000082016,7.77706861496
6.32085418701,7.54792690277,6.47117710114,7.87723684311
7.59752178192,7.84764909744,7.9093208313,7.92098617554
4.6087064743,4.49189138412,4.56311702728,5.04753112793
2.86728787422,6.37455463409,3.30294346809,4.10298919678
6.80800867081,7.73954391479,6.78668117523,7.72786951065
3.43154025078,3.08550643921,3.15776705742,3.41267824173
6.0515294075,6.25853729248,6.01300954819,6.4672908783
5.8955039978,6.52381324768,5.83492517471,7.03143930435
5.35074853897,6.4349603653,5.41760396957,6.70604515076
6.81070137024,7.79763698578,7.04803419113,7.80681037903
1.46186614037,2.40939903259,2.34406423569,1.60444307327
6.77708101273,7.27509212494,6.77732896805,7.53421354294
5.38636302948,6.00705623627,5.27250528336,4.93153333664
4.63821315765,3.98676609993,4.43306922913,3.19066667557
7.78845882416,7.8184967041,7.9194893837,7.86167049408
6.89366292953,7.74945163727,6.90812015533,7.76406574249
4.09007549286,4.51784944534,4.15545463562,3.63484120369
6.4381570816,7.61558246613,6.31260442734,7.63174724579
6.23867750168,5.85077667236,6.07070541382,6.66312265396
7.72635126114,7.76920318604,7.66585445404,7.80779886246
6.77609825134,6.91281557083,6.54114151001,7.12004184723
5.82592916489,6.39366912842,6.08840179443,6.69723176956
7.44668388367,7.82008695602,7.46667861938,7.84581851959
6.18011617661,7.37745475769,6.2935552597,7.17453718185
4.05654764175,6.0005941391,3.57484269142,5.23753118515
6.49475431442,6.84305715561,6.11437082291,6.88161563873
4.01994180679,4.27585983276,3.97412705421,4.48164272308
7.17783546448,7.33203172684,7.18583917618,7.54630851746
5.76510667801,6.34225225449,5.7927312851,6.34448814392
4.79413795471,4.42134714127,4.91568136215,4.79977464676
5.95949077606,5.83273220062,5.74919176102,5.94402647018
6.54171228409,7.07216119766,6.82947731018,7.45503997803
6.12496900558,7.25841999054,6.2901892662,7.1441655159
5.05812168121,4.67761564255,4.9836935997,4.42726039886
7.38763523102,6.97427654266,7.35119915009,7.43371105194
7.5248093605,7.42591571808,7.28577470779,7.16177511215
6.1388168335,7.02337932587,5.87903738022,7.34672689438
7.31734609604,7.86195039749,7.56767320633,7.88088846207
6.77647399902,7.27951431274,6.56280088425,6.19172000885
7.7264046669,7.82514715195,7.86296796799,7.87504196167
5.09951448441,4.70899105072,4.83655309677,4.82992744446
3.30605983734,3.55410981178,3.46539068222,3.08314585686
6.62755537033,6.89722585678,6.6671962738,6.91518211365
4.93762874603,7.65011644363,5.3452091217,7.53369045258
4.85842037201,5.4300122261,4.95120477676,5.49796724319
2.73159718513,4.4809217453,3.02435016632,4.49617481232
6.82765007019,6.66096353531,6.8010468483,6.9634437561
6.64937543869,7.36894750595,6.7453494072,7.64869785309
4.88995981216,3.86663389206,4.60628604889,3.48648405075
6.88152551651,7.66905498505,6.45657634735,7.51457929611
6.44596338272,5.40667819977,6.32768011093,5.07546186447
7.10658740997,7.77946710587,7.31442594528,7.8506975174
5.46140003204,5.33568382263,5.50482940674,5.67180109024
5.00533771515,6.05063438416,5.28855371475,5.69640302658
6.24230289459,6.0434217453,6.07193279266,6.2841835022
2.04208707809,1.77001810074,1.98008155823,1.50529432297
6.29844665527,7.63900136948,6.49024152756,7.79608631134
-0.016241312027,0.671298980713,0.142110198736,0.949247360229
6.59629678726,7.55455875397,6.6164150238,7.69788265228
2.36406087875,2.7821803093,2.70186328888,2.58419370651
5.52621126175,6.44446277618,5.89994192123,6.62442398071
3.53873062134,4.77392196655,3.94899559021,5.20853805542
5.99549150467,6.24983358383,6.00126361847,6.65503883362
6.90884304047,6.91765022278,6.80022525787,7.47511482239
5.88628339767,5.7599067688,5.66115903854,5.64502429962
5.37145090103,6.57585716248,5.45326280594,6.16249275208
6.00410366058,6.62757587433,6.12832355499,6.84325551987
6.22539186478,6.68059539795,6.10942792892,6.69888591766
7.58484888077,7.81788158417,7.64258527756,7.84999752045
6.67639780045,7.24856996536,6.78783130646,7.58724451065
8.0099773407,7.79386520386,8.1057434082,7.84602308273
6.57602787018,7.00824832916,6.68062877655,7.00446081161
6.27636766434,7.77160549164,6.441447258,7.51858997345
7.30953598022,7.72502613068,7.29635953903,7.60854673386
3.99165344238,3.84484386444,3.91110563278,4.42867660522
7.16699647903,7.26665973663,7.32088804245,7.17242383957
5.07797670364,6.10173797607,5.00080394745,6.49364614487
4.97983694077,4.86769485474,4.90011787415,4.89908313751
7.15154600143,7.43650054932,7.1067943573,7.3907160759
5.94563245773,6.03492164612,6.00729751587,5.22226333618
3.29773688316,4.38702630997,3.35577511787,4.17540979385
5.38517141342,6.01973295212,5.33020734787,5.54023742676
4.74390172958,4.39317417145,4.78424167633,4.2660036087
6.84488916397,6.64804697037,7.01349115372,7.00261592865
5.70908069611,7.6989068985,6.10083150864,7.70593452454
5.14101552963,5.58433866501,5.2776556015,6.07418251038
7.97075796127,7.8595252037,7.88897562027,7.93151187897
5.51202249527,5.4988489151,5.49717187881,5.69307899475
5.10905218124,5.85453939438,5.16172075272,5.79167079926
6.83403635025,7.13898420334,6.69367980957,7.4019536972
7.39923524857,7.73292589188,7.43046140671,7.80476570129
6.5147395134,6.74341630936,6.53993225098,6.96968126297
3.04500985146,3.38039183617,2.90476179123,3.41302919388
5.00865507126,5.4655957222,5.04570198059,5.81113386154
5.95558166504,5.62744903564,5.99560499191,6.68346309662
6.03807592392,5.60002088547,5.86283445358,5.74658489227
7.83103990555,7.77153205872,7.80585241318,7.80669498444
5.3496761322,6.35677242279,5.47690677643,5.74408102036
5.21609067917,6.52423000336,5.18552923203,6.47884559631
2.42226839066,2.4460849762,2.83292245865,1.7706618309
4.52092599869,4.40503406525,4.4920759201,4.03712797165
5.16504573822,5.31838703156,5.24159240723,5.41154623032
4.36763763428,3.90274572372,4.0306930542,3.83915734291
7.35159778595,7.83918380737,7.49425840378,7.80657052994
6.5992102623,7.48451328278,6.41658210754,7.68301916122
6.67938899994,6.52939939499,6.35618972778,7.0209274292
6.5371594429,7.48029613495,6.42277812958,7.26118564606
7.26268148422,7.81654787064,7.26565313339,7.88585710526
7.59451341629,7.84738063812,7.66611003876,7.86608028412
4.52595329285,5.18348646164,4.92444038391,4.48812675476
7.89722776413,7.83099365234,7.85907125473,7.86713981628
3.03679513931,2.27256011963,2.8400053978,2.05371999741
6.96003198624,7.7168841362,6.82663011551,7.71296691895
7.31684350967,7.7970161438,7.28238868713,7.79662036896
5.96841287613,5.936439991,6.14281988144,6.41864395142
6.95500802994,7.09262514114,6.94791316986,7.10683298111
6.5084810257,7.61152410507,6.62530851364,7.85950374603
5.66255569458,6.07271766663,4.78796815872,5.74165058136
7.30457878113,7.77312660217,7.42199277878,7.78680038452
2.7293817997,3.68860292435,2.70158958435,3.52922964096
6.82168912888,6.83388996124,6.89407587051,7.08115530014
7.71909761429,7.79273939133,7.74494552612,7.81855106354
5.84072828293,6.3365893364,5.96454381943,6.6547293663
2.56350183487,2.07201814651,2.75153422356,1.97588062286
3.2644534111,3.60914754868,3.17581295967,2.80639719963
6.22474002838,6.8694729805,5.93401432037,7.38225793839
6.17793083191,7.45000362396,5.71530151367,6.87323188782
3.11046934128,2.19070577621,2.84158372879,2.57408237457
4.40617752075,2.74716806412,4.40654659271,2.23735237122
3.82521295547,4.28979206085,3.78528213501,3.97553062439
7.09571743011,7.74347877502,7.0898141861,7.77975416183
7.74079084396,7.77577400208,7.73603773117,7.7625837326
2.98670244217,3.94318199158,3.83977413177,3.89720273018
4.41256475449,2.53752756119,4.21772146225,2.12653493881
5.34641218185,5.02307891846,5.24744939804,5.35142993927
7.39846372604,7.6891374588,7.14529085159,7.81849193573
7.78234958649,7.85808515549,7.80459213257,7.86461114883
6.14238977432,6.87180089951,5.65313720703,7.26758050919
6.71653556824,6.57240772247,6.20879411697,7.07014417648
1.69735324383,2.97866153717,2.58358597755,1.29930925369
5.57327985764,5.84863758087,5.66169071198,6.22161102295
7.01132059097,7.77009010315,7.09200239182,7.82467937469
7.64420747757,7.77127885818,7.62250804901,7.85321950912
5.61294603348,6.00377845764,5.92366456985,6.04090261459
7.16971826553,7.64043903351,7.34995603561,7.75571537018
6.71398544312,7.67209863663,6.78754043579,6.99180603027
5.68843507767,5.15801906586,5.49778985977,5.74107313156
3.41635870934,4.85817289352,3.43556928635,5.57460832596
6.92550706863,7.71101045609,7.05702257156,7.7044672966
6.61369848251,6.34987306595,6.40572977066,6.73182821274
6.69683694839,6.59681081772,6.65677928925,7.0955414772
5.10246229172,5.50126552582,5.08947610855,5.61664581299
7.06527805328,7.1161737442,6.93334245682,7.81902456284
6.94597768784,7.39103889465,6.99783945084,7.41782474518
3.70406198502,3.48245716095,3.84428739548,3.21059656143
5.03827428818,5.87002372742,5.00605297089,5.61949300766
4.76268625259,5.01948261261,4.61123657227,5.27609539032
6.85128927231,6.8744096756,6.88496303558,6.75760746002
7.76553535461,7.84246015549,7.75782442093,7.89947795868
6.32286167145,6.54369306564,6.20746421814,7.14796113968
6.32640552521,6.35196590424,6.25030183792,6.80833292007
3.14415097237,3.26639795303,3.11461281776,3.58580470085
1.02714204788,0.890134334564,1.42720091343,1.05006217957
7.27455091476,7.80471420288,7.43745517731,7.85640239716
5.29781627655,5.74538326263,4.94221830368,5.61381196976
6.99106264114,5.996301651,7.07455348969,6.31344795227
5.32596111298,5.11824083328,5.0012922287,5.35014438629
6.57121419907,7.73316287994,6.60961437225,7.80171251297
6.30979394913,6.48178815842,6.2826294899,6.4038977623
6.07013463974,7.63810110092,6.10883283615,7.81915521622
4.96428155899,4.65808773041,4.69900751114,4.76972007751
7.3367562294,7.74796199799,7.3978471756,7.60649204254
2.04072904587,1.44798564911,2.13987922668,1.28421258926
3.67018818855,4.39403915405,3.79113483429,4.41268348694
7.19919586182,7.80073070526,7.37444257736,7.83920717239
5.68003129959,6.86478328705,6.0500869751,6.28642940521
3.62547659874,4.9715294838,3.52656054497,4.96272754669
7.73242998123,7.82375144958,7.58319473267,7.86884593964
6.99421787262,6.94704961777,7.030189991,6.1556391716
6.67286491394,7.74895572662,6.85707139969,7.64485311508
1.22514569759,1.51216983795,1.87151193619,1.41317176819
3.47150683403,2.80730867386,3.63719201088,2.79361557961
5.52076101303,6.01604795456,5.1633067131,6.02218818665
6.15061235428,6.967897892,6.36148166656,7.37941169739
7.35374593735,7.79823827744,7.26520442963,7.87933111191
6.44796943665,6.07463788986,6.54925823212,6.49985361099
3.95790672302,4.17340993881,3.81777143478,3.85339522362
4.42279243469,3.59753966331,4.82498836517,3.62715291977
7.1850066185,7.74089050293,7.18623685837,7.80183172226
4.67974281311,2.97414302826,4.06397151947,2.48785972595
3.84409856796,4.91538524628,3.80603694916,2.7999124527
5.11254119873,6.07029533386,4.95610666275,6.12694740295
5.7333111763,5.54900932312,5.43883943558,5.6518611908
7.1356306076,7.77223110199,7.14790344238,7.79404449463
6.3665599823,7.6828751564,6.33517694473,7.62868309021
2.97317457199,3.22576284409,2.99415946007,3.01321411133
5.81440496445,6.42483758926,5.80541563034,6.18246221542
5.56163740158,5.40842628479,5.61657571793,5.81583404541
4.33784103394,4.72871112823,4.40282344818,4.47506999969
6.94384241104,6.94954061508,6.81793212891,6.92694234848
2.76470208168,3.48507022858,2.58696889877,2.66979026794
4.71941041946,6.46145057678,4.72258472443,6.61403131485
5.01409053802,6.20770692825,4.8056974411,5.96937274933
6.48836374283,6.87253236771,6.65893173218,7.46825313568
7.10258197784,7.59838056564,6.97724056244,7.75137090683
7.1881518364,6.14717817307,7.22617578506,6.99612236023
7.55985927582,7.85985183716,7.82022953033,7.82585573196
7.58574390411,7.7984457016,7.54691362381,7.94043684006
6.4379734993,7.0125079155,6.43736457825,6.64845752716
3.93482804298,3.2711353302,4.02872467041,2.72162437439
3.50498700142,4.82702684402,3.65227174759,5.15380859375
4.29294157028,4.54672002792,4.43740320206,3.49423146248
5.69774532318,6.45783615112,5.60627889633,6.79404067993
4.83454751968,5.05697917938,4.94761133194,4.9429936409
4.00401592255,4.72006845474,4.29067897797,4.73312091827
7.72053670883,7.87223434448,7.74067401886,7.93571853638
6.56093454361,7.2244644165,6.61741018295,7.48573207855
5.28862714767,5.52500343323,5.5307393074,5.67644023895
6.59365844727,6.34267187119,6.10395097733,6.94497442245
5.47438287735,4.90194702148,5.30997514725,5.30469512939
7.99669075012,7.8601899147,7.95954084396,7.93223571777
5.98129081726,6.17570924759,5.79839801788,6.31521987915
7.86489439011,7.83799791336,7.84980297089,7.87643194199
5.91321468353,6.57571315765,5.99468278885,6.67725563049
5.66072702408,6.62882566452,5.70505237579,6.49175214767
6.29965543747,6.68296813965,6.36763334274,6.80634689331
5.81955862045,5.33142662048,5.9630241394,5.60662078857
4.28137207031,3.86312913895,4.35209751129,3.35134410858
5.64812278748,4.89374446869,5.4006023407,4.83864021301
5.2681145668,5.84585666656,5.05753326416,5.42204618454
3.93657469749,4.78604412079,4.48081684113,4.83754873276
7.07128286362,7.43663787842,7.10803079605,7.3673620224
6.87174224854,7.79406452179,6.69927120209,7.86292505264
5.41826677322,5.35352039337,5.13571929932,5.58898544312
5.93171739578,6.71074295044,5.95650911331,6.89496040344
3.52712488174,3.18767094612,3.46703505516,2.48025131226
6.414539814,6.86603736877,6.60109376907,7.2546377182
3.20970797539,3.61747097969,4.45157575607,3.84375858307
6.37104558945,4.85082244873,6.28891801834,4.70554447174
4.72988986969,5.38811206818,4.39875173569,5.44464874268
6.1427321434,6.89433479309,6.02145624161,6.93652629852
3.27204418182,3.47531461716,3.38588070869,3.21323847771
7.31867265701,7.69966936111,7.28085231781,7.72767543793
6.17178106308,6.44392108917,6.05251979828,7.04783344269
7.45684051514,7.72460365295,7.50534248352,7.81015920639
6.03298187256,7.72199678421,6.02605819702,6.88414478302
5.43774938583,6.88765716553,5.77048444748,6.88361501694
6.08528137207,5.83754205704,6.15874290466,6.58893585205
4.88750123978,3.96317577362,4.75978374481,4.11153507233
6.71471881866,7.68015813828,6.82390165329,7.76668548584
6.66217184067,7.25871086121,6.50870037079,6.5124297142
7.58298921585,7.75875520706,7.57718849182,7.85942363739
4.44992733002,6.57393503189,4.59804916382,6.78194665909
2.9217209816,2.99367308617,2.39018440247,2.0039935112
2.62266230583,4.0605711937,2.30727958679,3.16004872322
6.65593481064,6.05307006836,6.6500082016,6.36301088333
5.51326465607,6.25779008865,5.49452066422,6.39864492416
6.29203653336,7.62808036804,6.39270114899,7.36649417877
2.9715192318,2.36971902847,2.93474316597,2.11207675934
7.81164932251,7.83440923691,7.92177677155,7.87013530731
7.22054958344,7.83746242523,7.34333515167,7.8963432312
6.64565038681,7.20468187332,6.8564991951,6.85752391815
6.16468858719,7.24376821518,6.24475049973,7.29065895081
7.59025859833,7.76935720444,7.51658391953,7.81321811676
6.00853586197,5.46816110611,6.00986433029,5.61528587341
7.4817070961,7.84190654755,7.50030040741,7.85428524017
7.62975311279,7.47006511688,7.58882236481,7.34369659424
6.34163236618,6.45114898682,6.17030096054,7.08527803421
4.49867725372,6.35779047012,4.6638007164,6.16172361374
4.46771812439,4.89315986633,4.30711936951,4.9406952858
1.81152689457,1.44973421097,1.28475403786,1.43162441254
2.01488375664,2.20849847794,1.62960934639,1.86777591705
7.42265176773,7.86155176163,7.40774011612,7.75217962265
7.21533918381,7.79670381546,7.13391685486,7.86494970322
6.95421361923,5.70915699005,6.77790117264,5.33415985107
6.83913421631,7.02295780182,6.62230205536,7.57374763489
6.2225522995,5.55526351929,6.28261184692,6.1411356926
6.70061779022,7.26530742645,6.67217159271,7.63910055161
5.38842821121,6.32183027267,5.48761415482,6.19018650055
5.96647167206,6.63801956177,6.48071241379,7.4567027092
7.30605268478,7.7036895752,6.70228528976,7.60310411453
3.6263422966,4.88520336151,4.3106803894,5.31605005264
5.33372497559,5.86096382141,5.04724740982,6.07416677475
6.2727894783,7.46733093262,6.41279125214,7.46719169617
3.06288862228,2.5140914917,3.05367875099,2.52696704865
4.5862622261,6.56146335602,4.45340108871,6.66335535049
2.95288991928,3.37729215622,3.1428592205,3.78824400902
6.39839172363,6.03206539154,6.36272478104,6.8802895546
7.25641202927,7.71012306213,7.27670145035,7.74916315079
5.13657426834,4.43987751007,5.03854131699,3.97834706306
7.4655418396,7.68375110626,7.38377189636,7.8117389679
3.15305519104,3.10136795044,3.31675553322,2.64894771576
5.05715703964,5.34571695328,5.00916910172,5.8517074585
6.11546993256,7.32328033447,6.18047523499,7.32891941071
4.87057590485,6.40475559235,4.78135728836,6.75977134705
5.87715101242,6.0805811882,5.95670557022,5.92013931274
7.81676483154,7.83307933807,7.86352109909,7.84844732285
5.77826595306,6.16258525848,5.76843929291,5.81851673126
4.0028719902,3.92658281326,3.99268007278,3.08148765564
4.04112434387,4.25242900848,4.20257472992,3.21806192398
2.83441543579,1.98391199112,2.32338070869,2.00009870529
5.66347455978,6.06013727188,5.72643470764,6.43750715256
5.96563005447,7.54974269867,5.99209213257,6.75500297546
4.58361768723,4.58239746094,4.3557434082,5.07067584991
7.34629964828,7.77309322357,7.30250453949,7.86059474945
7.1059756279,6.47363424301,6.84026002884,5.65926218033
6.15953063965,7.731133461,6.19628334045,7.55835771561
5.59062385559,6.70107984543,5.65149879456,6.71751737595
5.28681850433,6.02914333344,5.23896789551,6.26079797745
3.43923830986,3.01490592957,3.27650403976,3.9113483429
7.53947067261,7.79188537598,7.32851076126,7.86376285553
7.22216367722,7.8133263588,7.24246358871,7.81574821472
2.54494667053,2.77364969254,2.55542635918,2.17838668823
3.81031894684,5.73922300339,3.64817667007,6.14774894714
6.33182287216,6.81608581543,6.20610904694,6.34013700485
5.29705476761,5.25000858307,5.21090173721,5.54405593872
